,genes,Synonym,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile,training positive examples,name,Receptor_Channel,Kinase_Phosphatase,Ubiquitin_E3,Vesicle_Transporters,GTP_ATP Regulators,Nucleic Acid Binding,Translation,Membrane_Cell Adhesion,Other Regulators,Scaffolds_Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total,MF Terms,HGNC Accession
57,ABCG8,['GBD4'],3.930049878846096,0,0,0,0,0,0,0,0,0,0,no,no,33.69608231104076,no,ATP binding cassette subfamily G member 8 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['ATPase activity', 'ATPase-coupled transmembrane transporter activity', 'metal ion binding', 'cholesterol transfer activity', 'protein heterodimerization activity', 'ATP binding']",HGNC:13887
58,ABHD10,['FLJ11342'],3.915909131202898,0,0,0,0,0,0,1,0,1,1,no,no,31.91531460229521,no,"abhydrolase domain containing 10, depalmitoylase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['palmitoyl-(protein) hydrolase activity', 'mycophenolic acid acyl-glucuronide esterase activity', 'hydrolase activity, hydrolyzing O-glycosyl compounds']",HGNC:25656
59,ABHD11,"['PP1226', 'WBSCR21']",3.9641654896778196,0,0,0,0,0,0,0,0,0,0,no,no,38.6822318955283,no,abhydrolase domain containing 11 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,['hydrolase activity'],HGNC:16407
60,ABHD12,"['ABHD12A', 'DKFZP434P106', 'BEM46L2', 'C20orf22', 'dJ965G21.2']",4.396668687342852,0,0,1,1,1,0,1,1,3,4,no,known,84.94261970716266,no,"abhydrolase domain containing 12, lysophospholipase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['lysophospholipase activity', 'palmitoyl-(protein) hydrolase activity', 'acylglycerol lipase activity']",HGNC:15868
61,ABHD14B,"['CIB', 'MGC15429']",3.9487689888233946,0,1,0,0,0,0,0,1,0,1,no,known,36.49584487534626,no,abhydrolase domain containing 14B ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['hydrolase activity', 'protein binding']",HGNC:28235
62,ABHD17A,"['FAM108A1', 'MGC5244', 'C19orf27']",Training Gene,1,0,0,0,0,0,0,1,0,1,yes,known,Training Gene,yes,"abhydrolase domain containing 17A, depalmitoylase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['palmitoyl-(protein) hydrolase activity', 'protein binding']",HGNC:28756
63,ABHD17B,"['FAM108B1', 'C9orf77', 'CGI-67']",Training Gene,1,0,0,0,0,0,0,1,0,1,yes,known,Training Gene,yes,"abhydrolase domain containing 17B, depalmitoylase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,['palmitoyl-(protein) hydrolase activity'],HGNC:24278
64,ABHD3,['LABH3'],3.755393347306177,0,0,0,0,0,0,0,0,0,0,no,no,12.900672734467747,no,"abhydrolase domain containing 3, phospholipase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['acetylesterase activity', 'phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)', 'phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)', 'phospholipase A2 activity', 'acylglycerol lipase activity', '1-acyl-2-lysophosphatidylserine acylhydrolase activity', 'phospholipase A1 activity', 'phosphatidylserine 1-acylhydrolase activity']",HGNC:18718
65,ABHD4,['FLJ12816'],3.946750417622757,0,0,0,0,0,0,0,0,0,0,no,no,36.21883656509696,no,"abhydrolase domain containing 4, N-acyl phospholipase B ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['lysophospholipase activity', 'lysophosphatidic acid acyltransferase activity', 'protein binding']",HGNC:20154
66,ABHD5,"['NCIE2', 'CGI-58']",4.091924790530227,0,0,0,0,0,0,0,0,0,0,no,no,56.935100910170156,no,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['carboxylic ester hydrolase activity', '1-acylglycerol-3-phosphate O-acyltransferase activity', 'protein binding']",HGNC:21396
67,ABHD6,[nan],Training Gene,1,0,0,0,0,0,1,1,1,2,yes,known,Training Gene,yes,"abhydrolase domain containing 6, acylglycerol lipase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['acylglycerol lipase activity', 'phospholipase activity', 'protein binding']",HGNC:21398
68,ABI1,"['E3B1', 'SSH3BP1', 'ABI-1']",Training Gene,1,1,1,1,1,1,1,3,4,7,yes,known,Training Gene,yes,abl interactor 1 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"['cadherin binding', 'protein tyrosine kinase activator activity', 'SH3 domain binding', 'cytoskeletal protein binding']",HGNC:11320
69,ABI2,"['argBPIA', 'AIP-1', 'SSH3BP2', 'AblBP3', 'ABI-2', 'ABI2B']",Training Gene,1,1,1,1,1,1,1,3,4,7,yes,known,Training Gene,yes,abl interactor 2 ,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,"['SH3 domain binding', 'kinase binding', 'identical protein binding', 'small GTPase binding', 'ubiquitin protein ligase binding', 'proline-rich region binding', 'DNA binding', 'cytoskeletal anchor activity']",HGNC:24011
70,ABI3,"['SSH3BP3', 'NESH']",4.1324117127701365,0,0,0,0,0,0,0,0,0,0,no,no,62.45548080728136,no,ABI family member 3 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['SH3 domain binding', 'identical protein binding']",HGNC:29859
71,ABL1,"['p150', 'JTK7', 'c-ABL', 'ABL']",5.0629513235922206,1,0,0,0,0,0,1,1,1,2,yes,known,99.53502176493866,yes,"ABL proto-oncogene 1, non-receptor tyrosine kinase ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['neuropilin binding', 'mitogen-activated protein kinase binding', 'sequence-specific double-stranded DNA binding', 'actin monomer binding', 'actin filament binding', 'magnesium ion binding', 'bubble DNA binding', 'ephrin receptor binding', 'proline-rich region binding', 'manganese ion binding', 'SH2 domain binding', 'transcription coactivator activity', 'SH3 domain binding', 'non-membrane spanning protein tyrosine kinase activity', 'syntaxin binding', 'ATP binding', 'protein kinase C binding', 'protein C-terminus binding', 'four-way junction DNA binding', 'phosphotyrosine residue binding', 'nicotinate-nucleotide adenylyltransferase activity']",HGNC:76
72,ABL2,"['ABLL', 'ARG']",4.486876714960632,1,0,0,1,0,0,1,1,2,3,yes,known,89.40443213296398,yes,"ABL proto-oncogene 2, non-receptor tyrosine kinase ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['actin monomer binding', 'actin filament binding', 'magnesium ion binding', 'non-membrane spanning protein tyrosine kinase activity', 'phosphotyrosine residue binding', 'manganese ion binding', 'ATP binding']",HGNC:77
73,ABLIM1,"['limatin', 'ABLIM', 'LIMAB1']",4.644694183583619,0,1,1,1,1,1,1,2,4,6,yes,known,94.9544914918876,no,actin binding LIM protein 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'actin filament binding']",HGNC:78
74,ABLIM2,['KIAA1808'],4.186360948023185,0,1,0,1,0,1,1,1,3,4,no,known,68.40126632370401,no,actin binding LIM protein family member 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'actin filament binding']",HGNC:19195
75,ABLIM3,['KIAA0843'],4.236490377241027,1,1,0,1,0,0,1,2,2,4,no,known,73.14998021369212,yes,actin binding LIM protein family member 3 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'actin filament binding']",HGNC:29132
76,ABR,['MDB'],4.800734274335493,1,1,0,1,0,0,1,2,2,4,yes,known,97.59596359319352,yes,ABR activator of RhoGEF and GTPase ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'guanyl-nucleotide exchange factor activity', 'GTPase activator activity']",HGNC:81
77,ABRA,['STARS'],3.8244631969616942,0,0,0,0,0,0,0,0,0,0,no,no,19.281757024139296,no,actin binding Rho activating protein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,['actin binding'],HGNC:30655
78,ABTB1,"['Btb3', 'BPOZ', 'BTBD21', 'EF1ABP']",4.1367184772482535,0,0,0,0,0,0,0,0,0,0,no,no,62.989711119905024,no,ankyrin repeat and BTB domain containing 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['translation elongation factor activity', 'protein binding']",HGNC:18275
79,ABTB2,"['BTBD22', 'ABTB2A', 'DKFZP586C1619']",3.950172559879116,0,0,0,0,0,0,0,0,0,0,no,no,36.71349426197072,no,,,,,,,,,,,,,,,,,,,
80,ACAA1,[nan],4.281290801987817,0,1,0,0,0,0,1,1,1,2,no,known,76.66204986149584,no,acetyl-CoA acyltransferase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['acetate CoA-transferase activity', 'acetyl-CoA C-myristoyltransferase activity', 'protein binding', 'palmitoyl-CoA oxidase activity', 'acetyl-CoA C-acyltransferase activity']",HGNC:82
81,ACAA2,['DSAEC'],4.04694184167277,0,0,0,1,0,0,1,0,2,2,no,no,50.415512465373965,no,acetyl-CoA acyltransferase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'acetyl-CoA hydrolase activity', 'acetyl-CoA C-acetyltransferase activity', 'protein binding', 'palmitoyl-CoA hydrolase activity', 'myristoyl-CoA hydrolase activity']",HGNC:83
82,ACACB,"['ACCbeta', 'ACCB', 'HACC275', 'ACC-beta', 'ACC2', 'ACACbeta']",4.7727442478374495,0,0,0,0,0,0,0,0,0,0,yes,new,97.1309853581322,no,acetyl-CoA carboxylase beta ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'identical protein binding', 'acetyl-CoA carboxylase activity', 'biotin binding', 'ATP binding']",HGNC:85
83,ACAD10,['MGC5601'],4.224638330593181,0,0,0,0,0,0,0,0,0,0,no,no,71.8737633557578,no,acyl-CoA dehydrogenase family member 10 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['acyl-CoA dehydrogenase activity', 'hydrolase activity', 'flavin adenine dinucleotide binding']",HGNC:21597
84,ACAD11,['FLJ12592'],4.1267043010562485,0,0,0,0,0,0,0,0,0,0,no,no,61.82231895528295,no,acyl-CoA dehydrogenase family member 11 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['very-long-chain-acyl-CoA dehydrogenase activity', 'medium-chain-acyl-CoA dehydrogenase activity', 'flavin adenine dinucleotide binding', 'protein binding']",HGNC:30211
85,ACAD8,[nan],3.960647261885337,0,0,0,1,0,0,1,0,2,2,no,no,38.148001582904634,no,acyl-CoA dehydrogenase family member 8 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['acyl-CoA dehydrogenase activity', 'flavin adenine dinucleotide binding']",HGNC:87
86,ACAD9,"['MGC14452', 'NPD002']",4.0510882495101646,0,0,0,1,0,0,1,0,2,2,no,no,51.17728531855956,no,acyl-CoA dehydrogenase family member 9 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['medium-chain-acyl-CoA dehydrogenase activity', 'flavin adenine dinucleotide binding', 'protein binding', 'very-long-chain-acyl-CoA dehydrogenase activity', 'fatty-acyl-CoA binding']",HGNC:21497
87,ACADM,"['MCADH', 'ACAD1', 'MCAD']",4.184542338505911,0,0,0,1,1,0,1,0,3,3,no,no,68.21329639889197,no,acyl-CoA dehydrogenase medium chain ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['medium-chain-acyl-CoA dehydrogenase activity', 'flavin adenine dinucleotide binding', 'identical protein binding']",HGNC:89
88,ACADSB,"['ACAD7', 'SBCAD']",4.122440867799427,0,0,0,1,0,0,0,0,1,1,no,no,61.278195488721806,no,acyl-CoA dehydrogenase short/branched chain ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['short-branched-chain-acyl-CoA dehydrogenase activity', '2-methylacyl-CoA dehydrogenase activity', 'flavin adenine dinucleotide binding', 'isobutyryl-CoA:FAD oxidoreductase activity', 'identical protein binding']",HGNC:91
89,ACADVL,"['ACAD6', 'VLCAD', 'LCACD']",4.5109885920281085,0,0,0,1,1,0,1,0,3,3,yes,new,90.39374752671152,no,acyl-CoA dehydrogenase very long chain ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['very-long-chain-acyl-CoA dehydrogenase activity', 'fatty-acyl-CoA binding', 'flavin adenine dinucleotide binding', 'identical protein binding']",HGNC:92
90,ACAN,"['MSK16', 'AGC1', 'CSPGCP', 'CSPG1']",4.083908607850516,1,0,0,0,1,0,0,1,1,2,no,known,55.92599920854769,yes,aggrecan ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['extracellular matrix structural constituent conferring compression resistance', 'metal ion binding', 'protein binding', 'carbohydrate binding', 'hyaluronic acid binding']",HGNC:319
91,ACAP1,"['CENTB1', 'KIAA0050']",4.030859692581323,0,0,0,0,0,0,0,0,0,0,no,no,48.02136921250494,no,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'protein binding', 'GTPase activator activity']",HGNC:16467
92,ACAP2,"['CENTB2', 'KIAA0041', 'CNT-B2']",4.306683868687385,0,0,0,1,0,0,0,0,1,1,no,no,78.76929165017808,no,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['small GTPase binding', 'phosphatidylinositol-3,5-bisphosphate binding', 'metal ion binding', 'GTPase activator activity']",HGNC:16469
93,ACAP3,"['CENTB5', 'KIAA1716']",4.254621457477397,0,0,0,0,0,0,1,0,1,1,no,no,74.61416699643847,no,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'GTPase activator activity']",HGNC:16754
94,ACAT1,"['THIL', 'ACAT']",4.271438580283364,0,1,0,1,1,1,1,1,4,5,no,known,75.73209339137318,no,acetyl-CoA acetyltransferase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['potassium ion binding', 'enzyme binding', 'acetyl-CoA C-acetyltransferase activity', 'identical protein binding']",HGNC:93
95,ACAT2,[nan],4.066726022789951,0,0,0,1,0,1,1,0,3,3,no,no,53.314206569054214,no,acetyl-CoA acetyltransferase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['acetyl-CoA C-acetyltransferase activity', 'protein binding']",HGNC:94
96,ACBD3,"['GCP60', 'GOLPH1', 'PAP7', 'GOCAP1']",3.9832267910228776,0,0,0,0,0,0,1,0,1,1,no,no,41.41274238227147,no,acyl-CoA binding domain containing 3 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['protein kinase A regulatory subunit binding', 'fatty-acyl-CoA binding']",HGNC:15453
97,ACBD5,"['KIAA1996', 'DKFZp434A2417']",4.132736711289553,0,1,0,1,1,0,0,1,2,3,no,known,62.52473288484369,no,,,,,,,,,,,,,,,,,,,
98,ACD,"['Tpp1', 'Ptop', 'Tint1', 'Pip1']",4.151245123382339,0,0,0,0,0,0,0,0,0,0,no,no,64.6022952117135,no,ACD shelterin complex subunit and telomerase recruitment factor ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['telomeric DNA binding', 'DNA polymerase binding', 'protein-containing complex binding']",HGNC:25070
99,ACE,"['CD143', 'ACE1', 'DCP1']",4.050432346746254,0,0,0,0,0,0,0,0,0,0,no,no,51.058567471309864,no,angiotensin I converting enzyme ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['mitogen-activated protein kinase binding', 'zinc ion binding', 'bradykinin receptor binding', 'tripeptidyl-peptidase activity', 'metallodipeptidase activity', 'drug binding', 'peptidyl-dipeptidase activity', 'carboxypeptidase activity', 'chloride ion binding', 'mitogen-activated protein kinase kinase binding', 'endopeptidase activity']",HGNC:2707
100,ACHE,['YT'],4.263505407857132,1,0,0,0,0,0,1,1,1,2,no,known,75.1978630787495,yes,acetylcholinesterase (Cartwright blood group) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['protein self-association', 'amyloid-beta binding', 'acetylcholine binding', 'laminin binding', 'acetylcholinesterase activity', 'collagen binding', 'protein homodimerization activity', 'serine hydrolase activity']",HGNC:108
101,ACIN1,"['fSAP152', 'ACINUS', 'KIAA0670']",4.449401657774395,0,0,0,0,0,1,1,0,2,2,no,no,87.77206173328057,no,apoptotic chromatin condensation inducer 1 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['enzyme binding', 'ATPase activity', 'RNA binding']",HGNC:17066
102,ACKR2,"['CMKBR9', 'CCBP2', 'CCR10', 'D6', 'CCR9']",3.951877875091173,0,0,0,0,0,0,0,0,0,0,no,no,36.90146418678274,no,atypical chemokine receptor 2 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['C-C chemokine receptor activity', 'scavenger receptor activity', 'C-C chemokine binding']",HGNC:1565
103,ACKR3,"['GPR159', 'CXCR7', 'RDC1', 'CMKOR1']",4.0322347288658165,0,0,0,0,0,0,0,0,0,0,no,no,48.21923229125446,no,atypical chemokine receptor 3 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['C-C chemokine receptor activity', 'C-X-C chemokine receptor activity', 'C-X-C chemokine binding', 'C-C chemokine binding', 'scavenger receptor activity', 'coreceptor activity']",HGNC:23692
104,ACKR4,"['CCX-CKR', 'CCBP2', 'VSHK1', 'CCRL1', 'PPR1', 'CCR11']",3.8405311817949865,0,0,0,0,0,0,0,0,0,0,no,no,21.151563118322123,no,atypical chemokine receptor 4 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['C-C chemokine receptor activity', 'scavenger receptor activity', 'C-C chemokine binding']",HGNC:1611
105,ACLY,"['ACL', 'ATPCL', 'CLATP']",4.518418491895499,0,1,0,1,1,1,1,1,4,5,yes,known,90.67075583696081,no,ATP citrate lyase ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'ATP binding', 'ATP citrate synthase activity', 'protein binding']",HGNC:115
106,ACO1,"['IRP1', 'IREB1', 'IREBP']",3.920766283771723,0,0,0,0,0,0,1,0,1,1,no,no,32.449544914918874,no,aconitase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['metal ion binding', 'aconitate hydratase activity', 'citrate dehydratase activity', 'protein binding', '4 iron, 4 sulfur cluster binding', '3 iron, 4 sulfur cluster binding', 'iron-responsive element binding']",HGNC:117
107,ACO2,['ACONM'],4.364469105560379,0,1,0,1,1,1,1,1,4,5,no,known,82.86505738029284,no,aconitase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['iron ion binding', 'aconitate hydratase activity', 'citrate dehydratase activity', '4 iron, 4 sulfur cluster binding', '3 iron, 4 sulfur cluster binding']",HGNC:118
108,ACOT1,"['CTE-1', 'ACH2', 'LACH2']",3.753931460222318,0,0,0,0,0,0,0,0,0,0,no,no,12.732489117530667,no,acyl-CoA thioesterase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['carboxylic ester hydrolase activity', 'palmitoyl-CoA hydrolase activity', 'myristoyl-CoA hydrolase activity']",HGNC:33128
109,ACOT12,"['STARD15', 'Cach', 'THEAL']",3.8602317202906815,0,0,0,0,0,0,0,0,0,0,no,no,23.713889988128212,no,acyl-CoA thioesterase 12 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['lipid binding', 'long-chain fatty acyl-CoA binding', 'acetyl-CoA hydrolase activity', 'carboxylic ester hydrolase activity', 'acyl-CoA hydrolase activity', 'identical protein binding', 'ATP binding']",HGNC:24436
110,ACOT13,"['THEM2', 'HT012']",4.087733152011037,0,0,0,1,0,0,0,0,1,1,no,no,56.37119113573407,no,acyl-CoA thioesterase 13 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['metal ion binding', 'palmitoyl-CoA hydrolase activity', 'myristoyl-CoA hydrolase activity', 'protein binding']",HGNC:20999
111,ACOT2,"['ZAP128', 'Mte1']",3.8038490833999337,0,0,0,0,0,0,0,0,0,0,no,no,17.154728927582113,no,acyl-CoA thioesterase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['carboxylic ester hydrolase activity', 'palmitoyl-CoA hydrolase activity', 'myristoyl-CoA hydrolase activity', 'protein binding']",HGNC:18431
112,ACOT6,['C14orf42'],3.79363538733418,0,0,0,0,0,0,0,0,0,0,no,no,16.224772457459437,no,acyl-CoA thioesterase 6 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['carboxylic ester hydrolase activity', 'acyl-CoA hydrolase activity']",HGNC:33159
113,ACOT7,"['LACH1', 'BACH', 'CTE-II', 'ACH1', 'hBACH', 'MGC1126', 'ACT']",4.641317813072334,0,1,0,1,0,0,1,1,2,3,yes,known,94.85555995251285,no,acyl-CoA thioesterase 7 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['long-chain fatty acyl-CoA binding', 'carboxylic ester hydrolase activity', 'protein homodimerization activity', 'palmitoyl-CoA hydrolase activity', 'myristoyl-CoA hydrolase activity']",HGNC:24157
114,ACOT8,"['PTE-2', 'PTE1', 'NAP1', 'hTE', 'hACTE-III']",4.200573348824802,0,0,0,0,0,0,0,0,0,0,no,no,69.83577364463791,no,acyl-CoA thioesterase 8 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['choloyl-CoA hydrolase activity', 'succinyl-CoA hydrolase activity', 'acetyl-CoA hydrolase activity', 'carboxylic ester hydrolase activity', 'acetoacetyl-CoA hydrolase activity', 'protein binding', 'medium-chain acyl-CoA hydrolase activity', 'hydroxymethylglutaryl-CoA hydrolase activity', 'glutaryl-CoA hydrolase activity', 'palmitoyl-CoA hydrolase activity', 'myristoyl-CoA hydrolase activity']",HGNC:15919
115,ACOX1,['PALMCOX'],3.85933493770559,0,0,0,1,0,1,1,0,3,3,no,no,23.57538583300356,no,acyl-CoA oxidase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['fatty acid binding', 'protein N-terminus binding', 'PDZ domain binding', 'FAD binding', 'protein homodimerization activity', 'palmitoyl-CoA oxidase activity']",HGNC:119
116,ACOX2,"['BRCACOX', 'THCCox', 'BRCOX']",3.747568832415272,0,0,0,0,0,0,0,0,0,0,no,no,12.148793035219626,no,acyl-CoA oxidase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['fatty acid binding', 'FAD binding', 'protein homodimerization activity', 'palmitoyl-CoA oxidase activity', '3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity']",HGNC:120
117,ACOX3,[nan],3.8132332579050803,0,0,0,0,0,0,0,0,0,0,no,no,18.193510091017014,no,"acyl-CoA oxidase 3, pristanoyl ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['FAD binding', 'fatty acid binding', 'pristanoyl-CoA oxidase activity']",HGNC:121
118,ACOXL,['FLJ11042'],3.889453202302388,0,0,0,0,0,0,0,0,0,0,no,no,28.07677087455481,no,acyl-CoA oxidase like ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['acyl-CoA oxidase activity', 'fatty acid binding', 'flavin adenine dinucleotide binding']",HGNC:25621
