Gene Symbol,Accession,Description,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI,,,,,,,,
MAP1A,P78559,Microtubule-associated protein 1A OS=Homo sapiens GN=MAP1A PE=1 SV=6 - [MAP1A_HUMAN],23.72,4.0,48.0,50.0,207.0,1815.83,21.76,45.0,101.0,272.14,23.72,50.0,106.0,2803.0,305.3,4.92,,,,,,,,
AP2A2,O94973,AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2 - [AP2A2_HUMAN],44.62,10.0,1.0,38.0,206.0,1662.87,43.66,37.0,102.0,282.67,44.62,38.0,104.0,939.0,103.9,6.96,,,,,,,,
CACNA2D1,P54289-3,Isoform 3 of Voltage-dependent calcium channel subunit alpha-2/delta-1 OS=Homo sapiens GN=CACNA2D1 - [CA2D1_HUMAN],37.02,8.0,39.0,40.0,206.0,2478.34,35.91,39.0,104.0,316.48,37.02,40.0,102.0,1086.0,122.6,5.22,,,,,,,,
CKB,P12277,Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1 - [KCRB_HUMAN],66.67,5.0,21.0,21.0,204.0,2508.39,66.67,20.0,99.0,304.74,66.67,21.0,105.0,381.0,42.6,5.59,,,,,,,,
HNRNPM,P52272-2,Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM - [HNRPM_HUMAN],57.45,11.0,35.0,35.0,203.0,2298.32,56.01,33.0,100.0,272.84,54.99,34.0,103.0,691.0,73.6,8.82,,,,,,,,
FN1,P02751-3,Isoform 3 of Fibronectin OS=Homo sapiens GN=FN1 - [FINC_HUMAN],35.92,20.0,55.0,55.0,203.0,2336.49,35.92,55.0,101.0,297.65,34.18,53.0,102.0,2355.0,259.1,5.73,,,,,,,,
MYO18A,Q92614-4,Isoform 4 of Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A - [MY18A_HUMAN],33.06,7.0,58.0,58.0,201.0,1566.57,30.7,53.0,96.0,286.01,32.37,56.0,105.0,2039.0,231.1,6.2,,,,,,,,
UBR4,Q5T4S7-3,Isoform 3 of E3 ubiquitin-protein ligase UBR4 OS=Homo sapiens GN=UBR4 - [UBR4_HUMAN],14.94,9.0,60.0,61.0,201.0,1604.15,13.88,56.0,97.0,249.61,14.75,59.0,104.0,5159.0,571.5,6.04,,,,,,,,
AP2A2,O94973-2,Isoform 2 of AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 - [AP2A2_HUMAN],44.68,9.0,1.0,38.0,200.0,1644.88,43.72,37.0,99.0,273.81,44.68,38.0,101.0,940.0,104.0,6.86,,,,,,,,
CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2 - [CAND1_HUMAN],37.24,6.0,40.0,44.0,200.0,1525.7,36.42,41.0,96.0,247.93,37.24,44.0,104.0,1230.0,136.3,5.78,,,,,,,,
STXBP1,P61764-2,Isoform 2 of Syntaxin-binding protein 1 OS=Homo sapiens GN=STXBP1 - [STXB1_HUMAN],53.4,2.0,31.0,31.0,197.0,1998.62,52.07,28.0,97.0,269.67,53.4,31.0,100.0,603.0,68.7,6.77,,,,,,,,
LRPPRC,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3 - [LPPRC_HUMAN]",36.3,3.0,48.0,48.0,197.0,2105.51,36.3,47.0,101.0,244.98,34.86,44.0,96.0,1394.0,157.8,6.13,,,,,,,,
PSMD2,Q13200,26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=1 SV=3 - [PSMD2_HUMAN],49.56,7.0,39.0,39.0,196.0,1588.6,49.23,35.0,94.0,253.18,49.56,39.0,102.0,908.0,100.1,5.2,,,,,,,,
FLNA,P21333-2,Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA - [FLNA_HUMAN],28.0,8.0,43.0,51.0,196.0,2159.87,28.0,51.0,99.0,295.39,27.28,49.0,97.0,2639.0,279.8,6.05,,,,,,,,
KIF5B,P33176,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1 - [KINH_HUMAN],57.94,1.0,34.0,51.0,195.0,1979.21,54.62,46.0,95.0,247.26,56.7,50.0,100.0,963.0,109.6,6.51,,,,,,,,
ATP1A1,P05023-3,Isoform 3 of Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 - [AT1A1_HUMAN],30.95,7.0,10.0,29.0,195.0,3219.82,30.04,28.0,95.0,318.38,30.04,28.0,100.0,992.0,109.5,5.31,,,,,,,,
CCT8,P50990,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN],63.32,5.0,35.0,35.0,194.0,1887.55,60.04,33.0,95.0,285.61,63.32,35.0,99.0,548.0,59.6,5.6,,,,,,,,
DNM3,Q9UQ16-2,Isoform 2 of Dynamin-3 OS=Homo sapiens GN=DNM3 - [DYN3_HUMAN],47.85,8.0,21.0,39.0,194.0,1326.49,45.05,36.0,94.0,210.91,47.85,38.0,100.0,859.0,96.6,8.22,,,,,,,,
CKAP5,Q14008-2,Isoform 2 of Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 - [CKAP5_HUMAN],33.62,7.0,57.0,57.0,192.0,1189.69,32.0,53.0,94.0,221.64,32.56,55.0,98.0,1972.0,218.4,8.06,,,,,,,,
IGF2BP1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2 - [IF2B1_HUMAN],47.31,2.0,25.0,27.0,190.0,2143.01,47.31,27.0,94.0,256.36,47.31,27.0,96.0,577.0,63.4,9.2,,,,,,,,
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4 - [2AAA_HUMAN],56.54,8.0,27.0,33.0,188.0,1860.58,54.84,31.0,93.0,281.06,54.33,32.0,95.0,589.0,65.3,5.11,,,,,,,,
CTNNA2,P26232-2,Isoform 2 of Catenin alpha-2 OS=Homo sapiens GN=CTNNA2 - [CTNA2_HUMAN],52.82,10.0,33.0,42.0,188.0,2122.15,51.82,41.0,92.0,268.69,52.82,42.0,96.0,905.0,100.4,5.96,,,,,,,,
TCP1,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],64.75,11.0,31.0,31.0,187.0,2284.55,64.75,31.0,94.0,272.64,59.89,29.0,93.0,556.0,60.3,6.11,,,,,,,,
ATP2B1,P20020-4,Isoform C of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 - [AT2B1_HUMAN],34.75,12.0,22.0,41.0,187.0,1940.46,33.63,38.0,92.0,269.76,34.75,41.0,95.0,1249.0,137.7,6.0,,,,,,,,
DNM1,Q05193-3,Isoform 3 of Dynamin-1 OS=Homo sapiens GN=DNM1 - [DYN1_HUMAN],45.24,5.0,25.0,37.0,185.0,1477.51,38.9,35.0,90.0,234.56,45.24,36.0,95.0,851.0,96.0,7.01,,,,,,,,
RTN4,Q9NQC3,Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2 - [RTN4_HUMAN],33.72,9.0,27.0,27.0,183.0,2521.76,33.72,26.0,89.0,323.56,33.72,27.0,94.0,1192.0,129.9,4.5,,,,,,,,
BASP1,P80723,Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2 - [BASP1_HUMAN],90.31,2.0,25.0,25.0,179.0,2307.67,90.31,25.0,90.0,309.83,90.31,25.0,89.0,227.0,22.7,4.63,,,,,,,,
ANK3,Q12955,Ankyrin-3 OS=Homo sapiens GN=ANK3 PE=1 SV=3 - [ANK3_HUMAN],16.04,5.0,38.0,51.0,179.0,1553.42,15.58,50.0,91.0,210.35,15.54,50.0,88.0,4377.0,480.1,6.49,,,,,,,,
ADD1,P35611-2,Isoform 2 of Alpha-adducin OS=Homo sapiens GN=ADD1 - [ADDA_HUMAN],58.48,12.0,1.0,27.0,174.0,1684.8,58.48,27.0,86.0,270.7,56.89,26.0,88.0,631.0,69.9,6.46,,,,,,,,
CTNND1,O60716-13,Isoform 2A of Catenin delta-1 OS=Homo sapiens GN=CTNND1 - [CTND1_HUMAN],45.05,36.0,24.0,29.0,174.0,2005.05,45.05,29.0,88.0,249.48,40.84,27.0,86.0,879.0,98.0,7.46,,,,,,,,
DST,E9PEB9,Dystonin OS=Homo sapiens GN=DST PE=2 SV=2 - [E9PEB9_HUMAN],11.19,17.0,62.0,65.0,174.0,961.89,10.28,58.0,84.0,189.79,11.06,64.0,90.0,7750.0,880.0,5.35,,,,,,,,
GNAI2,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3 - [GNAI2_HUMAN],64.79,13.0,16.0,26.0,173.0,1958.51,64.79,26.0,86.0,265.75,64.79,26.0,87.0,355.0,40.4,5.54,,,,,,,,
ADD2,P35612,Beta-adducin OS=Homo sapiens GN=ADD2 PE=1 SV=3 - [ADDB_HUMAN],45.73,9.0,3.0,27.0,173.0,1392.01,45.73,27.0,87.0,218.27,44.21,26.0,86.0,726.0,80.8,5.92,,,,,,,,
COPA,P53621,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2 - [COPA_HUMAN],44.85,2.0,47.0,47.0,172.0,1313.62,40.6,42.0,82.0,231.19,44.77,46.0,90.0,1224.0,138.3,7.66,,,,,,,,
AKAP12,Q02952-3,Isoform 3 of A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12 - [AKA12_HUMAN],39.53,3.0,43.0,43.0,172.0,1824.03,37.63,40.0,84.0,272.37,38.22,42.0,88.0,1677.0,180.9,4.44,,,,,,,,
CKAP4,Q07065,Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2 - [CKAP4_HUMAN],66.78,18.0,36.0,37.0,171.0,1964.01,66.78,37.0,87.0,236.73,66.78,36.0,84.0,602.0,66.0,5.92,,,,,,,,
EIF4A1,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1 - [IF4A1_HUMAN],61.08,22.0,13.0,24.0,171.0,1984.86,59.11,22.0,82.0,265.73,58.13,23.0,89.0,406.0,46.1,5.48,,,,,,,,
PGK1.00,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],77.22,4.0,28.0,28.0,170.0,1991.43,75.54,27.0,84.0,271.11,75.54,27.0,86.0,417.0,44.6,8.1,,,,,,,,
CLASP2,J3KR49,CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=4 SV=1 - [J3KR49_HUMAN],37.12,11.0,1.0,37.0,170.0,2095.13,35.58,36.0,85.0,251.07,36.04,35.0,85.0,1293.0,140.8,8.34,,,,,,,,
WDR1,O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4 - [WDR1_HUMAN],65.02,3.0,30.0,30.0,168.0,2298.51,65.02,30.0,84.0,274.59,65.02,30.0,84.0,606.0,66.2,6.65,,,,,,,,
ADD1,Q86XM2,ADD1 protein OS=Homo sapiens GN=ADD1 PE=2 SV=1 - [Q86XM2_HUMAN],58.31,6.0,1.0,27.0,168.0,1604.66,58.31,27.0,83.0,261.67,56.8,26.0,85.0,662.0,73.3,6.16,,,,,,,,
ADD2,P35612-2,Isoform 2 of Beta-adducin OS=Homo sapiens GN=ADD2 - [ADDB_HUMAN],56.17,6.0,1.0,25.0,168.0,1310.14,56.17,25.0,84.0,211.65,56.17,25.0,84.0,559.0,62.4,6.49,,,,,,,,
CORO1C,Q9ULV4,Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1 - [COR1C_HUMAN],55.49,19.0,29.0,29.0,166.0,1764.39,55.49,29.0,83.0,231.35,55.49,29.0,83.0,474.0,53.2,7.08,,,,,,,,
CLASP2,E3W994,CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=2 SV=2 - [E3W994_HUMAN],37.0,14.0,1.0,37.0,166.0,1949.45,35.43,36.0,83.0,238.36,35.9,35.0,83.0,1273.0,138.8,8.34,,,,,,,,
PLXNA4,Q9HCM2,Plexin-A4 OS=Homo sapiens GN=PLXNA4 PE=1 SV=4 - [PLXA4_HUMAN],26.82,5.0,33.0,41.0,166.0,1817.51,26.24,38.0,80.0,234.77,26.82,41.0,86.0,1894.0,212.3,6.86,,,,,,,,
GNB1,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3 - [GBB1_HUMAN],68.82,8.0,7.0,17.0,165.0,3159.48,68.82,17.0,84.0,318.95,68.82,16.0,81.0,340.0,37.4,6.0,,,,,,,,
CCT7,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2 - [TCPH_HUMAN],62.98,8.0,28.0,28.0,164.0,2178.46,61.69,27.0,78.0,253.21,62.98,28.0,86.0,543.0,59.3,7.65,,,,,,,,
L1CAM,P32004-3,Isoform 3 of Neural cell adhesion molecule L1 OS=Homo sapiens GN=L1CAM - [L1CAM_HUMAN],30.13,10.0,36.0,36.0,164.0,1752.62,29.65,35.0,81.0,264.28,29.65,35.0,83.0,1248.0,138.8,6.21,,,,,,,,
MAP2,P11137-3,Isoform 3 of Microtubule-associated protein 2 OS=Homo sapiens GN=MAP2 - [MAP2_HUMAN],34.56,7.0,46.0,46.0,163.0,1313.19,33.57,41.0,78.0,219.55,34.56,46.0,85.0,1823.0,199.0,4.91,,,,,,,,
HECTD4,F8VWT9,Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4 PE=2 SV=1 - [F8VWT9_HUMAN],16.97,10.0,51.0,53.0,163.0,1395.3,16.78,51.0,81.0,192.6,16.32,50.0,82.0,4272.0,468.4,6.14,,,,,,,,
IMMT,Q16891-2,Isoform 2 of Mitochondrial inner membrane protein OS=Homo sapiens GN=IMMT - [IMMT_HUMAN],58.1,8.0,37.0,37.0,162.0,1512.53,54.35,34.0,79.0,215.12,57.3,36.0,83.0,747.0,82.6,6.57,,,,,,,,
GARS,P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 - [SYG_HUMAN],42.9,2.0,26.0,26.0,161.0,992.81,42.9,26.0,82.0,166.6,41.27,25.0,79.0,739.0,83.1,7.03,,,,,,,,
GANAB,Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3 - [GANAB_HUMAN],39.19,4.0,2.0,32.0,161.0,1445.36,37.29,30.0,79.0,195.72,39.19,32.0,82.0,944.0,106.8,6.14,,,,,,,,
HYOU1,E9PL22,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=3 SV=1 - [E9PL22_HUMAN],35.65,10.0,30.0,30.0,161.0,1520.29,31.59,27.0,79.0,201.5,35.65,30.0,82.0,937.0,104.7,5.72,,,,,,,,
MYO1B,E9PDF6,Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=2 SV=1 - [E9PDF6_HUMAN],35.68,20.0,38.0,38.0,159.0,1379.39,35.14,37.0,78.0,232.09,35.68,38.0,81.0,1107.0,128.4,9.31,,,,,,,,
GPC2,Q8N158,Glypican-2 OS=Homo sapiens GN=GPC2 PE=1 SV=1 - [GPC2_HUMAN],46.8,1.0,24.0,24.0,158.0,2257.26,46.8,24.0,79.0,248.37,46.8,24.0,79.0,579.0,62.8,8.0,,,,,,,,
ATP6V1B2,P21281,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens GN=ATP6V1B2 PE=1 SV=3 - [VATB2_HUMAN]",56.95,8.0,24.0,24.0,157.0,1837.32,56.95,24.0,78.0,228.42,56.95,24.0,79.0,511.0,56.5,5.81,,,,,,,,
CCT6A,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3 - [TCPZ_HUMAN],55.37,7.0,31.0,31.0,156.0,1876.15,55.37,31.0,79.0,214.91,54.24,30.0,77.0,531.0,58.0,6.68,,,,,,,,
GANAB,Q14697-2,Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB - [GANAB_HUMAN],36.96,5.0,1.0,31.0,155.0,1330.85,35.09,29.0,76.0,178.86,36.96,31.0,79.0,966.0,109.4,6.24,,,,,,,,
CEP170,Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 PE=1 SV=1 - [CE170_HUMAN],36.05,7.0,3.0,42.0,155.0,1342.57,34.6,39.0,78.0,179.1,34.66,41.0,77.0,1584.0,175.2,7.11,,,,,,,,
EPB41L3,E7EUF8,Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=2 SV=2 - [E7EUF8_HUMAN],77.86,3.0,1.0,23.0,151.0,2593.44,77.86,22.0,76.0,265.43,76.04,22.0,75.0,384.0,41.6,4.77,,,,,,,,
DCX,O43602-2,Isoform 2 of Neuronal migration protein doublecortin OS=Homo sapiens GN=DCX - [DCX_HUMAN],70.28,7.0,25.0,28.0,151.0,1690.54,70.28,28.0,75.0,208.78,68.33,27.0,76.0,360.0,40.0,9.39,,,,,,,,
EEF1A2,Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN],58.32,1.0,8.0,20.0,151.0,1141.56,49.46,19.0,72.0,205.45,58.32,20.0,79.0,463.0,50.4,9.03,,,,,,,,
GNAI1,P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 PE=1 SV=2 - [GNAI1_HUMAN],46.05,9.0,9.0,19.0,151.0,1846.52,46.05,19.0,75.0,215.51,46.05,19.0,76.0,354.0,40.3,5.97,,,,,,,,
NCAM1,P13591,Neural cell adhesion molecule 1 OS=Homo sapiens GN=NCAM1 PE=1 SV=3 - [NCAM1_HUMAN],34.5,7.0,4.0,26.0,151.0,1731.87,34.5,26.0,77.0,213.09,34.5,25.0,74.0,858.0,94.5,4.87,,,,,,,,
IARS,P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2 - [SYIC_HUMAN]",34.31,7.0,39.0,39.0,151.0,1511.53,32.25,35.0,72.0,191.52,34.31,39.0,79.0,1262.0,144.4,6.15,,,,,,,,
WDR47,O94967-2,Isoform 2 of WD repeat-containing protein 47 OS=Homo sapiens GN=WDR47 - [WDR47_HUMAN],43.32,11.0,30.0,30.0,150.0,1405.47,38.16,28.0,76.0,182.86,39.84,27.0,74.0,891.0,98.5,6.04,,,,,,,,
ATP6V0A1,Q93050-1,Isoform 2 of V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 - [VPP1_HUMAN],28.4,14.0,24.0,24.0,150.0,1339.86,28.4,24.0,74.0,199.61,28.4,24.0,76.0,831.0,95.7,6.65,,,,,,,,
PRDX1,Q06830,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],71.86,1.0,18.0,22.0,149.0,1051.23,71.86,21.0,71.0,231.63,71.86,22.0,78.0,199.0,22.1,8.13,,,,,,,,
GNB2,P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3 - [GBB2_HUMAN],58.82,11.0,8.0,15.0,149.0,2833.86,58.82,15.0,75.0,273.91,58.82,14.0,74.0,340.0,37.3,6.0,,,,,,,,
AP1B1,Q10567-2,Isoform B of AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 - [AP1B1_HUMAN],37.37,7.0,12.0,34.0,149.0,940.18,33.23,30.0,73.0,163.51,37.37,34.0,76.0,942.0,103.9,5.12,,,,,,,,
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1 - [PDC6I_HUMAN],49.19,6.0,33.0,33.0,148.0,1238.47,46.54,31.0,72.0,189.5,49.19,33.0,76.0,868.0,96.0,6.52,,,,,,,,
PSMD1,Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2 - [PSMD1_HUMAN],42.18,5.0,30.0,30.0,148.0,1522.5,41.34,28.0,74.0,224.13,38.2,28.0,74.0,953.0,105.8,5.39,,,,,,,,
CEP170,Q5SW79-3,Isoform 3 of Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 - [CE170_HUMAN],37.48,7.0,1.0,40.0,148.0,1286.24,36.07,38.0,75.0,177.78,36.0,39.0,73.0,1486.0,164.4,7.24,,,,,,,,
KIDINS220,Q9ULH0-2,Isoform 2 of Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 - [KDIS_HUMAN],33.07,8.0,47.0,47.0,148.0,1128.06,31.4,44.0,74.0,177.19,32.24,44.0,74.0,1672.0,185.4,6.77,,,,,,,,
GDI1,P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2 - [GDIA_HUMAN],65.55,2.0,19.0,27.0,147.0,1598.89,65.55,27.0,73.0,238.36,65.55,27.0,74.0,447.0,50.6,5.14,,,,,,,,
DNM1L,O00429,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2 - [DNM1L_HUMAN],54.35,12.0,1.0,31.0,147.0,1598.54,50.54,29.0,74.0,184.73,51.63,29.0,73.0,736.0,81.8,6.81,,,,,,,,
PFKM,P08237,"6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2 - [K6PF_HUMAN]",38.97,17.0,24.0,26.0,146.0,2119.06,38.08,24.0,72.0,235.06,38.97,26.0,74.0,780.0,85.1,7.99,,,,,,,,
KIF21A,Q7Z4S6-6,Isoform 6 of Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A - [KI21A_HUMAN],28.75,16.0,30.0,34.0,146.0,1723.64,27.7,32.0,70.0,201.18,26.59,32.0,76.0,1621.0,180.6,6.33,,,,,,,,
EDIL3,O43854-2,Isoform 2 of EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 - [EDIL3_HUMAN],60.43,2.0,30.0,30.0,144.0,1276.61,55.32,26.0,67.0,203.08,60.43,30.0,77.0,470.0,52.7,7.78,,,,,,,,
DNM1L,O00429-2,Isoform 4 of Dynamin-1-like protein OS=Homo sapiens GN=DNM1L - [DNM1L_HUMAN],55.03,11.0,0.0,31.0,143.0,1507.13,51.17,29.0,72.0,176.54,52.28,29.0,71.0,725.0,80.5,6.71,,,,,,,,
DNM1L,J3KPI2,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=3 SV=1 - [J3KPI2_HUMAN],53.66,7.0,1.0,31.0,143.0,1491.93,49.86,29.0,72.0,176.21,50.95,29.0,71.0,738.0,82.0,6.96,,,,,,,,
DCLK1,O15075,Serine/threonine-protein kinase DCLK1 OS=Homo sapiens GN=DCLK1 PE=1 SV=2 - [DCLK1_HUMAN],50.41,5.0,24.0,26.0,143.0,1504.58,48.38,24.0,66.0,204.68,50.41,26.0,77.0,740.0,82.2,8.66,,,,,,,,
IGF2BP2,Q9Y6M1-1,Isoform 2 of Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 - [IF2B2_HUMAN],44.6,7.0,17.0,19.0,143.0,1733.58,44.6,19.0,70.0,205.24,44.6,19.0,73.0,556.0,61.8,8.25,,,,,,,,
GCN1L1,Q92616,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6 - [GCN1L_HUMAN],20.97,1.0,42.0,42.0,143.0,1108.85,18.68,36.0,69.0,166.83,20.63,41.0,74.0,2671.0,292.6,7.47,,,,,,,,
KLC1,G3V2E7,Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=2 SV=1 - [G3V2E7_HUMAN],49.0,22.0,22.0,31.0,142.0,930.67,49.0,31.0,71.0,171.68,46.46,30.0,71.0,551.0,62.7,5.62,,,,,,,,
DES,P17661,Desmin OS=Homo sapiens GN=DES PE=1 SV=3 - [DESM_HUMAN],15.53,8.0,4.0,11.0,142.0,576.88,15.53,11.0,64.0,184.97,15.53,11.0,78.0,470.0,53.5,5.27,,,,,,,,
RUFY3,Q7L099,Protein RUFY3 OS=Homo sapiens GN=RUFY3 PE=1 SV=1 - [RUFY3_HUMAN],61.41,9.0,3.0,28.0,141.0,1252.38,61.41,27.0,69.0,192.41,61.41,28.0,72.0,469.0,52.9,5.49,,,,,,,,
JUP,P14923,Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 - [PLAK_HUMAN],45.91,8.0,21.0,25.0,141.0,1406.25,45.91,25.0,70.0,192.81,45.91,25.0,71.0,745.0,81.7,6.14,,,,,,,,
SRCIN1,Q9C0H9-5,Isoform 4 of SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 - [SRCN1_HUMAN],44.8,7.0,38.0,38.0,141.0,1427.25,44.72,37.0,70.0,179.8,41.42,35.0,71.0,1183.0,127.0,9.38,,,,,,,,
KRT5,P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3 - [K2C5_HUMAN]",35.08,16.0,13.0,23.0,140.0,977.22,33.56,22.0,70.0,161.95,35.08,23.0,70.0,590.0,62.3,7.74,,,,,,,,
ACTN1,P12814-2,Isoform 2 of Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 - [ACTN1_HUMAN],43.97,15.0,18.0,35.0,139.0,1230.75,43.97,35.0,69.0,176.72,43.29,34.0,70.0,887.0,102.6,5.5,,,,,,,,
DPYSL5,Q9BPU6,Dihydropyrimidinase-related protein 5 OS=Homo sapiens GN=DPYSL5 PE=1 SV=1 - [DPYL5_HUMAN],63.12,4.0,28.0,28.0,138.0,1190.42,63.12,28.0,69.0,196.96,63.12,28.0,69.0,564.0,61.4,7.2,,,,,,,,
KRT6A,P02538,"Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3 - [K2C6A_HUMAN]",35.82,11.0,4.0,22.0,138.0,952.34,35.82,22.0,69.0,155.75,35.82,22.0,69.0,564.0,60.0,8.0,,,,,,,,
UBC,F5H6Q2,Polyubiquitin-C (Fragment) OS=Homo sapiens GN=UBC PE=2 SV=1 - [F5H6Q2_HUMAN],74.8,29.0,7.0,7.0,136.0,777.31,74.8,7.0,66.0,177.68,74.8,7.0,70.0,123.0,13.8,6.14,,,,,,,,
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2 - [IF2B3_HUMAN],52.85,3.0,23.0,26.0,136.0,1476.19,48.36,24.0,66.0,175.86,52.16,25.0,70.0,579.0,63.7,8.87,,,,,,,,
PSMD3,O43242,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2 - [PSMD3_HUMAN],43.82,3.0,22.0,22.0,136.0,1019.08,43.82,21.0,66.0,186.35,43.82,22.0,70.0,534.0,60.9,8.44,,,,,,,,
