Index,Gene,Known Functions,Signaling,Transport,Organization,Metabolism,Development
57,APOB,"['endosome membrane', 'membrane organization', 'plasma membrane', 'cholesterol homeostasis', 'triglyceride mobilization', 'cholesterol transporter activity', 'low-density lipoprotein particle', 'flagellated sperm motility', 'triglyceride catabolic process', 'receptor-mediated endocytosis', 'positive regulation of cholesterol storage', 'leukocyte migration', 'retinoid metabolic process', 'chylomicron assembly', 'very-low-density lipoprotein particle', 'post-translational protein modification', 'artery morphogenesis', 'low-density lipoprotein particle receptor binding', 'neuronal cell body', 'endosome lumen', 'endoplasmic reticulum exit site', 'response to estradiol', 'chylomicron remodeling', 'very-low-density lipoprotein particle clearance', 'lysosomal lumen', 'extracellular exosome', 'smooth endoplasmic reticulum', 'clathrin-coated endocytic vesicle membrane', 'low-density lipoprotein particle remodeling', 'cellular response to prostaglandin stimulus', 'endocytic vesicle lumen', 'fertilization', 'positive regulation of macrophage derived foam cell differentiation', 'response to virus', 'nervous system development', 'in utero embryonic development', 'response to lipopolysaccharide', 'high-density lipoprotein particle', 'spermatogenesis', 'lipoprotein biosynthetic process', 'regulation of cholesterol biosynthetic process', 'endoplasmic reticulum membrane', 'cellular response to tumor necrosis factor', 'phospholipid binding', 'endoplasmic reticulum lumen', 'cytosol', 'heparin binding', 'mature chylomicron', 'toll-like receptor signaling pathway', 'lipoprotein catabolic process', 'response to selenium ion', 'intermediate-density lipoprotein particle', 'early endosome', 'low-density lipoprotein particle clearance', 'positive regulation of gene expression', 'response to carbohydrate', 'post-embryonic development', 'chylomicron remnant clearance', 'cholesterol efflux', 'chylomicron remnant', 'very-low-density lipoprotein particle assembly', 'lipase binding', 'lipoprotein transport']",2,1,2,4,2
58,RYBP,"['cytoplasm', 'PcG protein complex', 'DNA binding', 'metal ion binding', 'multicellular organism development', 'negative regulation of proteasomal ubiquitin-dependent protein catabolic process', 'histone H2A monoubiquitination', 'nucleoplasm', 'positive regulation of transcription, DNA-templated', 'negative regulation of G0 to G1 transition', 'negative regulation of transcription by RNA polymerase II', 'protein binding', 'positive regulation of apoptotic process', 'transcription corepressor activity']",0,0,1,3,1
59,RGPD3,"['cytoplasm', 'nuclear pore', 'Ran GTPase binding', 'GTPase activator activity', 'NLS-bearing protein import into nucleus', 'positive regulation of GTPase activity']",0,0,0,1,0
60,TRPM3,"['detection of temperature stimulus', 'integral component of membrane', 'calcium channel activity', 'sensory perception of temperature stimulus', 'plasma membrane', 'protein tetramerization', 'calcium activated cation channel activity', 'calcium ion transmembrane transport']",1,1,0,0,0
61,MSL3,"['histone H4-K16 acetylation', 'DNA binding', 'methylated histone binding', 'MSL complex', 'histone deacetylation', 'histone H2A acetylation', 'chromatin silencing', 'NuA4 histone acetyltransferase complex']",0,0,0,1,0
62,EAPP,"['cytoplasm', 'nucleus', 'positive regulation of transcription elongation from RNA polymerase II promoter', 'negative regulation of transcription elongation from RNA polymerase II promoter', 'positive regulation of cell population proliferation']",0,0,0,0,0
63,EPB41L2,"['cell cycle', 'cell cortex region', 'extracellular exosome', 'plasma membrane', 'focal adhesion', 'spectrin binding', 'nucleoplasm', 'cell division', 'PH domain binding', 'spectrin', 'cytosol', 'actin binding', 'structural molecule activity', 'COP9 signalosome', 'cortical actin cytoskeleton organization', 'actomyosin structure organization', 'positive regulation of protein localization to cell cortex']",1,1,3,1,0
64,RELL1,"['integral component of membrane', 'plasma membrane', 'microtubule cytoskeleton', 'positive regulation of p38MAPK cascade', 'protein binding']",0,0,2,1,0
65,ADAMTS4,"['skeletal system development', 'metal ion binding', 'extracellular space', 'collagen-containing extracellular matrix', 'metalloendopeptidase activity', 'proteolysis', 'protease binding', 'extracellular matrix disassembly', 'nuclear speck']",0,0,1,1,1
66,KCNAB1,"['extrinsic component of cytoplasmic side of plasma membrane', 'voltage-gated potassium channel activity', 'skeletal muscle tissue development', 'heart development', 'protein domain specific binding', 'ion channel binding', 'juxtaparanode region of axon', 'dendrite cytoplasm', 'oxidation-reduction process', 'voltage-gated potassium channel complex', 'learning or memory', 'perikaryon', 'cytosol', 'brain development', 'NADPH binding', 'aldo-keto reductase (NADP) activity', 'diaphragm development', 'myoblast differentiation', 'potassium channel regulator activity', 'proximal dendrite', 'negative regulation of delayed rectifier potassium channel activity']",0,0,0,2,1
67,PTPRM,"['negative regulation of endothelial cell proliferation', 'peptidyl-tyrosine dephosphorylation', 'positive regulation of blood vessel diameter', 'integral component of plasma membrane', 'identical protein binding', 'cell-cell adherens junction', 'response to drug', 'perinuclear region of cytoplasm', 'retina layer formation', 'negative regulation of angiogenesis', 'homophilic cell adhesion via plasma membrane adhesion molecules', 'retinal ganglion cell axon guidance', 'lamellipodium', 'transmembrane receptor protein tyrosine phosphatase activity', 'negative regulation of endothelial cell migration', 'cadherin binding', 'signal transduction']",4,0,2,1,1
68,CBX1,"['nuclear heterochromatin', 'cellular response to DNA damage stimulus', 'site of DNA damage', 'histone methyltransferase binding', 'nucleoplasm', 'chromatin binding', 'nuclear chromosome, telomeric region', 'chromosome, centromeric region', 'spindle']",1,0,0,1,0
69,NOTCH3,"['plasma membrane', 'identical protein binding', 'nucleoplasm', 'extracellular region', 'actin cytoskeleton', 'negative regulation of Notch signaling pathway', 'artery morphogenesis', 'positive regulation of smooth muscle cell proliferation', 'integral component of membrane', 'negative regulation of neuron differentiation', 'negative regulation of transcription by RNA polymerase II', 'enzyme binding', 'endoplasmic reticulum membrane', 'transcription initiation from RNA polymerase II promoter', 'Golgi membrane', 'calcium ion binding', 'cytosol', 'forebrain development', 'signaling receptor activity', 'positive regulation of transcription of Notch receptor target', 'cadherin binding', 'neuron fate commitment', 'receptor complex', 'glomerular capillary formation']",2,0,1,1,2
70,ERBB4,"['positive regulation of phosphatidylinositol 3-kinase signaling', 'GABA-ergic synapse', 'cellular response to epidermal growth factor stimulus', 'positive regulation of protein localization to cell surface', 'glutamatergic synapse', 'nucleoplasm', 'extracellular region', 'basal plasma membrane', 'protein homodimerization activity', 'integral component of postsynaptic density membrane', 'cell fate commitment', 'transmembrane receptor protein tyrosine kinase activity', 'central nervous system morphogenesis', 'transcription regulatory region DNA binding', 'positive regulation of tyrosine phosphorylation of STAT protein', 'mitochondrial fragmentation involved in apoptotic process', 'mitochondrial matrix', 'lactation', 'olfactory bulb interneuron differentiation', 'mammary gland alveolus development', 'positive regulation of cardiac muscle cell proliferation', 'positive regulation of ERK1 and ERK2 cascade', 'synapse assembly', 'neural crest cell migration', 'cytosol', 'ERBB2 signaling pathway', 'negative regulation of cell population proliferation', 'cardiac muscle tissue regeneration', 'integral component of presynaptic membrane', 'epidermal growth factor receptor binding', 'negative regulation of neuron migration', 'embryonic pattern specification', 'positive regulation of protein kinase B signaling', 'mammary gland epithelial cell differentiation', 'positive regulation of transcription, DNA-templated', 'protein autophosphorylation', 'receptor complex', 'ATP binding']",3,1,1,3,4
71,SOX8,"['cell maturation', 'negative regulation of myoblast differentiation', 'positive regulation of gliogenesis', 'transcription factor binding', 'regulation of hormone levels', 'negative regulation of apoptotic process', 'signal transduction', 'metanephric nephron tubule formation', 'positive regulation of osteoblast proliferation', 'fat cell differentiation', 'skeletal muscle cell differentiation', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'oligodendrocyte differentiation', 'adipose tissue development', 'in utero embryonic development', 'cytoplasm', 'spermatogenesis', 'positive regulation of branching involved in ureteric bud morphogenesis', 'Sertoli cell development', 'nuclear transcription factor complex', 'peripheral nervous system development', 'RNA polymerase II core promoter sequence-specific DNA binding', 'neural crest cell migration', 'negative regulation of photoreceptor cell differentiation', 'positive regulation of transcription by RNA polymerase II', 'ureter morphogenesis', 'negative regulation of transcription, DNA-templated', 'renal vesicle induction', 'protein heterodimerization activity', 'osteoblast differentiation', 'astrocyte fate commitment', 'retinal rod cell differentiation', 'enteric nervous system development']",2,0,0,2,2
72,GNAI1,"['regulation of cAMP-mediated signaling', 'regulation of mitotic spindle organization', 'lysosomal membrane', 'nucleolus', 'adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway', 'magnesium ion binding', 'extracellular exosome', 'GTP binding', 'protein folding', 'heterotrimeric G-protein complex', 'cell division', 'GDP binding', 'response to peptide hormone', 'midbody', 'positive regulation of protein localization to cell cortex', 'GTPase activity', 'cell cortex region', 'G protein-coupled serotonin receptor binding', 'cellular response to forskolin', 'centrosome', 'G-protein beta/gamma-subunit complex binding']",2,1,1,2,0
73,CHD3,"['cytoplasm', 'DNA duplex unwinding', 'DNA binding', 'spindle organization', 'regulation of transcription by RNA polymerase II', 'regulation of signal transduction by p53 class mediator', 'NuRD complex', 'centrosome cycle', 'centrosome', 'ATP-dependent DNA helicase activity', 'chromatin assembly or disassembly', 'protein binding', 'nucleolus', 'RNA binding', 'ATP binding', 'zinc ion binding']",2,0,2,1,0
74,BLOC1S3,"['protein transmembrane transport', 'positive regulation of natural killer cell activation', 'endosome to melanosome transport', 'response to drug', 'secretion of lysosomal enzymes', 'platelet activation', 'melanosome organization', 'platelet dense granule organization', 'anterograde synaptic vesicle transport', 'protein transmembrane transporter activity', 'protein binding', 'transport vesicle', 'eye development', 'melanosome transport', 'BLOC-1 complex', 'axon cytoplasm', 'neuron projection development']",1,1,1,1,1
75,HLA-F,"['antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent', 'type I interferon signaling pathway', 'positive regulation of natural killer cell cytokine production', 'lysosomal membrane', 'phagocytic vesicle membrane', 'positive regulation of natural killer cell degranulation', 'peptide antigen binding', 'negative regulation of natural killer cell degranulation', 'MHC class Ib protein complex', 'TAP1 binding', 'interferon-gamma-mediated signaling pathway', 'antigen processing and presentation of endogenous peptide antigen via MHC class Ib', '14-3-3 protein binding', 'early endosome membrane', 'negative regulation of T cell cytokine production', 'ER to Golgi transport vesicle membrane', 'positive regulation of T cell mediated cytotoxicity', 'antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent', 'MHC class I protein complex', 'recycling endosome membrane', 'Golgi membrane', 'external side of plasma membrane', 'antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent', 'negative regulation of neuron death', 'TAP2 binding', 'negative regulation of natural killer cell cytokine production', 'signaling receptor binding', 'extracellular space', 'antigen processing and presentation of exogenous peptide antigen via MHC class Ib', 'beta-2-microglobulin binding', 'integral component of lumenal side of endoplasmic reticulum membrane']",1,1,0,2,0
