NGN2-Converted hiPSC Neurons Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
FLNA,P21333-2,Isoform 2 of Filamin-A OS=Homo sapiens GN=FLNA - [FLNA_HUMAN],28,8,43,51,196,2159.87,28,51,99,295.39,27.28,49,97,2639,279.8,6.05,,,,,,,,
KIF5B,P33176,Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1 - [KINH_HUMAN],57.94,1,34,51,195,1979.21,54.62,46,95,247.26,56.7,50,100,963,109.6,6.51,,,,,,,,
ATP1A1,P05023-3,Isoform 3 of Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 - [AT1A1_HUMAN],30.95,7,10,29,195,3219.82,30.04,28,95,318.38,30.04,28,100,992,109.5,5.31,,,,,,,,
CCT8,P50990,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN],63.32,5,35,35,194,1887.55,60.04,33,95,285.61,63.32,35,99,548,59.6,5.6,,,,,,,,
DNM3,Q9UQ16-2,Isoform 2 of Dynamin-3 OS=Homo sapiens GN=DNM3 - [DYN3_HUMAN],47.85,8,21,39,194,1326.49,45.05,36,94,210.91,47.85,38,100,859,96.6,8.22,,,,,,,,
CKAP5,Q14008-2,Isoform 2 of Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 - [CKAP5_HUMAN],33.62,7,57,57,192,1189.69,32,53,94,221.64,32.56,55,98,1972,218.4,8.06,,,,,,,,
IGF2BP1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2 - [IF2B1_HUMAN],47.31,2,25,27,190,2143.01,47.31,27,94,256.36,47.31,27,96,577,63.4,9.2,,,,,,,,
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4 - [2AAA_HUMAN],56.54,8,27,33,188,1860.58,54.84,31,93,281.06,54.33,32,95,589,65.3,5.11,,,,,,,,
CTNNA2,P26232-2,Isoform 2 of Catenin alpha-2 OS=Homo sapiens GN=CTNNA2 - [CTNA2_HUMAN],52.82,10,33,42,188,2122.15,51.82,41,92,268.69,52.82,42,96,905,100.4,5.96,,,,,,,,
TCP1,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],64.75,11,31,31,187,2284.55,64.75,31,94,272.64,59.89,29,93,556,60.3,6.11,,,,,,,,
ATP2B1,P20020-4,Isoform C of Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens GN=ATP2B1 - [AT2B1_HUMAN],34.75,12,22,41,187,1940.46,33.63,38,92,269.76,34.75,41,95,1249,137.7,6,,,,,,,,
DNM1,Q05193-3,Isoform 3 of Dynamin-1 OS=Homo sapiens GN=DNM1 - [DYN1_HUMAN],45.24,5,25,37,185,1477.51,38.9,35,90,234.56,45.24,36,95,851,96,7.01,,,,,,,,
RTN4,Q9NQC3,Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2 - [RTN4_HUMAN],33.72,9,27,27,183,2521.76,33.72,26,89,323.56,33.72,27,94,1192,129.9,4.5,,,,,,,,
BASP1,P80723,Brain acid soluble protein 1 OS=Homo sapiens GN=BASP1 PE=1 SV=2 - [BASP1_HUMAN],90.31,2,25,25,179,2307.67,90.31,25,90,309.83,90.31,25,89,227,22.7,4.63,,,,,,,,
ANK3,Q12955,Ankyrin-3 OS=Homo sapiens GN=ANK3 PE=1 SV=3 - [ANK3_HUMAN],16.04,5,38,51,179,1553.42,15.58,50,91,210.35,15.54,50,88,4377,480.1,6.49,,,,,,,,
ADD1,P35611-2,Isoform 2 of Alpha-adducin OS=Homo sapiens GN=ADD1 - [ADDA_HUMAN],58.48,12,1,27,174,1684.8,58.48,27,86,270.7,56.89,26,88,631,69.9,6.46,,,,,,,,
CTNND1,O60716-13,Isoform 2A of Catenin delta-1 OS=Homo sapiens GN=CTNND1 - [CTND1_HUMAN],45.05,36,24,29,174,2005.05,45.05,29,88,249.48,40.84,27,86,879,98,7.46,,,,,,,,
DST,E9PEB9,Dystonin OS=Homo sapiens GN=DST PE=2 SV=2 - [E9PEB9_HUMAN],11.19,17,62,65,174,961.89,10.28,58,84,189.79,11.06,64,90,7750,880,5.35,,,,,,,,
GNAI2,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Homo sapiens GN=GNAI2 PE=1 SV=3 - [GNAI2_HUMAN],64.79,13,16,26,173,1958.51,64.79,26,86,265.75,64.79,26,87,355,40.4,5.54,,,,,,,,
ADD2,P35612,Beta-adducin OS=Homo sapiens GN=ADD2 PE=1 SV=3 - [ADDB_HUMAN],45.73,9,3,27,173,1392.01,45.73,27,87,218.27,44.21,26,86,726,80.8,5.92,,,,,,,,
COPA,P53621,Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2 - [COPA_HUMAN],44.85,2,47,47,172,1313.62,40.6,42,82,231.19,44.77,46,90,1224,138.3,7.66,,,,,,,,
AKAP12,Q02952-3,Isoform 3 of A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12 - [AKA12_HUMAN],39.53,3,43,43,172,1824.03,37.63,40,84,272.37,38.22,42,88,1677,180.9,4.44,,,,,,,,
CKAP4,Q07065,Cytoskeleton-associated protein 4 OS=Homo sapiens GN=CKAP4 PE=1 SV=2 - [CKAP4_HUMAN],66.78,18,36,37,171,1964.01,66.78,37,87,236.73,66.78,36,84,602,66,5.92,,,,,,,,
EIF4A1,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1 - [IF4A1_HUMAN],61.08,22,13,24,171,1984.86,59.11,22,82,265.73,58.13,23,89,406,46.1,5.48,,,,,,,,
PGK1.00,P00558,Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3 - [PGK1_HUMAN],77.22,4,28,28,170,1991.43,75.54,27,84,271.11,75.54,27,86,417,44.6,8.1,,,,,,,,
CLASP2,J3KR49,CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=4 SV=1 - [J3KR49_HUMAN],37.12,11,1,37,170,2095.13,35.58,36,85,251.07,36.04,35,85,1293,140.8,8.34,,,,,,,,
WDR1,O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4 - [WDR1_HUMAN],65.02,3,30,30,168,2298.51,65.02,30,84,274.59,65.02,30,84,606,66.2,6.65,,,,,,,,
ADD1,Q86XM2,ADD1 protein OS=Homo sapiens GN=ADD1 PE=2 SV=1 - [Q86XM2_HUMAN],58.31,6,1,27,168,1604.66,58.31,27,83,261.67,56.8,26,85,662,73.3,6.16,,,,,,,,
ADD2,P35612-2,Isoform 2 of Beta-adducin OS=Homo sapiens GN=ADD2 - [ADDB_HUMAN],56.17,6,1,25,168,1310.14,56.17,25,84,211.65,56.17,25,84,559,62.4,6.49,,,,,,,,
CORO1C,Q9ULV4,Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1 - [COR1C_HUMAN],55.49,19,29,29,166,1764.39,55.49,29,83,231.35,55.49,29,83,474,53.2,7.08,,,,,,,,
CLASP2,E3W994,CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=2 SV=2 - [E3W994_HUMAN],37,14,1,37,166,1949.45,35.43,36,83,238.36,35.9,35,83,1273,138.8,8.34,,,,,,,,
PLXNA4,Q9HCM2,Plexin-A4 OS=Homo sapiens GN=PLXNA4 PE=1 SV=4 - [PLXA4_HUMAN],26.82,5,33,41,166,1817.51,26.24,38,80,234.77,26.82,41,86,1894,212.3,6.86,,,,,,,,
GNB1,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=1 SV=3 - [GBB1_HUMAN],68.82,8,7,17,165,3159.48,68.82,17,84,318.95,68.82,16,81,340,37.4,6,,,,,,,,
CCT7,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2 - [TCPH_HUMAN],62.98,8,28,28,164,2178.46,61.69,27,78,253.21,62.98,28,86,543,59.3,7.65,,,,,,,,
L1CAM,P32004-3,Isoform 3 of Neural cell adhesion molecule L1 OS=Homo sapiens GN=L1CAM - [L1CAM_HUMAN],30.13,10,36,36,164,1752.62,29.65,35,81,264.28,29.65,35,83,1248,138.8,6.21,,,,,,,,
MAP2,P11137-3,Isoform 3 of Microtubule-associated protein 2 OS=Homo sapiens GN=MAP2 - [MAP2_HUMAN],34.56,7,46,46,163,1313.19,33.57,41,78,219.55,34.56,46,85,1823,199,4.91,,,,,,,,
HECTD4,F8VWT9,Probable E3 ubiquitin-protein ligase HECTD4 OS=Homo sapiens GN=HECTD4 PE=2 SV=1 - [F8VWT9_HUMAN],16.97,10,51,53,163,1395.3,16.78,51,81,192.6,16.32,50,82,4272,468.4,6.14,,,,,,,,
IMMT,Q16891-2,Isoform 2 of Mitochondrial inner membrane protein OS=Homo sapiens GN=IMMT - [IMMT_HUMAN],58.1,8,37,37,162,1512.53,54.35,34,79,215.12,57.3,36,83,747,82.6,6.57,,,,,,,,
GARS,P41250,Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 - [SYG_HUMAN],42.9,2,26,26,161,992.81,42.9,26,82,166.6,41.27,25,79,739,83.1,7.03,,,,,,,,
GANAB,Q14697,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=1 SV=3 - [GANAB_HUMAN],39.19,4,2,32,161,1445.36,37.29,30,79,195.72,39.19,32,82,944,106.8,6.14,,,,,,,,
HYOU1,E9PL22,Hypoxia up-regulated protein 1 OS=Homo sapiens GN=HYOU1 PE=3 SV=1 - [E9PL22_HUMAN],35.65,10,30,30,161,1520.29,31.59,27,79,201.5,35.65,30,82,937,104.7,5.72,,,,,,,,
MYO1B,E9PDF6,Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=2 SV=1 - [E9PDF6_HUMAN],35.68,20,38,38,159,1379.39,35.14,37,78,232.09,35.68,38,81,1107,128.4,9.31,,,,,,,,
GPC2,Q8N158,Glypican-2 OS=Homo sapiens GN=GPC2 PE=1 SV=1 - [GPC2_HUMAN],46.8,1,24,24,158,2257.26,46.8,24,79,248.37,46.8,24,79,579,62.8,8,,,,,,,,
ATP6V1B2,P21281,"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens GN=ATP6V1B2 PE=1 SV=3 - [VATB2_HUMAN]",56.95,8,24,24,157,1837.32,56.95,24,78,228.42,56.95,24,79,511,56.5,5.81,,,,,,,,
CCT6A,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3 - [TCPZ_HUMAN],55.37,7,31,31,156,1876.15,55.37,31,79,214.91,54.24,30,77,531,58,6.68,,,,,,,,
GANAB,Q14697-2,Isoform 2 of Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB - [GANAB_HUMAN],36.96,5,1,31,155,1330.85,35.09,29,76,178.86,36.96,31,79,966,109.4,6.24,,,,,,,,
CEP170,Q5SW79,Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 PE=1 SV=1 - [CE170_HUMAN],36.05,7,3,42,155,1342.57,34.6,39,78,179.1,34.66,41,77,1584,175.2,7.11,,,,,,,,
EPB41L3,E7EUF8,Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=2 SV=2 - [E7EUF8_HUMAN],77.86,3,1,23,151,2593.44,77.86,22,76,265.43,76.04,22,75,384,41.6,4.77,,,,,,,,
DCX,O43602-2,Isoform 2 of Neuronal migration protein doublecortin OS=Homo sapiens GN=DCX - [DCX_HUMAN],70.28,7,25,28,151,1690.54,70.28,28,75,208.78,68.33,27,76,360,40,9.39,,,,,,,,
EEF1A2,Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN],58.32,1,8,20,151,1141.56,49.46,19,72,205.45,58.32,20,79,463,50.4,9.03,,,,,,,,
GNAI1,P63096,Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens GN=GNAI1 PE=1 SV=2 - [GNAI1_HUMAN],46.05,9,9,19,151,1846.52,46.05,19,75,215.51,46.05,19,76,354,40.3,5.97,,,,,,,,
NCAM1,P13591,Neural cell adhesion molecule 1 OS=Homo sapiens GN=NCAM1 PE=1 SV=3 - [NCAM1_HUMAN],34.5,7,4,26,151,1731.87,34.5,26,77,213.09,34.5,25,74,858,94.5,4.87,,,,,,,,
IARS,P41252,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2 - [SYIC_HUMAN]",34.31,7,39,39,151,1511.53,32.25,35,72,191.52,34.31,39,79,1262,144.4,6.15,,,,,,,,
WDR47,O94967-2,Isoform 2 of WD repeat-containing protein 47 OS=Homo sapiens GN=WDR47 - [WDR47_HUMAN],43.32,11,30,30,150,1405.47,38.16,28,76,182.86,39.84,27,74,891,98.5,6.04,,,,,,,,
ATP6V0A1,Q93050-1,Isoform 2 of V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 - [VPP1_HUMAN],28.4,14,24,24,150,1339.86,28.4,24,74,199.61,28.4,24,76,831,95.7,6.65,,,,,,,,
PRDX1,Q06830,Peroxiredoxin-1 OS=Homo sapiens GN=PRDX1 PE=1 SV=1 - [PRDX1_HUMAN],71.86,1,18,22,149,1051.23,71.86,21,71,231.63,71.86,22,78,199,22.1,8.13,,,,,,,,
GNB2,P62879,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Homo sapiens GN=GNB2 PE=1 SV=3 - [GBB2_HUMAN],58.82,11,8,15,149,2833.86,58.82,15,75,273.91,58.82,14,74,340,37.3,6,,,,,,,,
AP1B1,Q10567-2,Isoform B of AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 - [AP1B1_HUMAN],37.37,7,12,34,149,940.18,33.23,30,73,163.51,37.37,34,76,942,103.9,5.12,,,,,,,,
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1 - [PDC6I_HUMAN],49.19,6,33,33,148,1238.47,46.54,31,72,189.5,49.19,33,76,868,96,6.52,,,,,,,,
PSMD1,Q99460,26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2 - [PSMD1_HUMAN],42.18,5,30,30,148,1522.5,41.34,28,74,224.13,38.2,28,74,953,105.8,5.39,,,,,,,,
CEP170,Q5SW79-3,Isoform 3 of Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170 - [CE170_HUMAN],37.48,7,1,40,148,1286.24,36.07,38,75,177.78,36,39,73,1486,164.4,7.24,,,,,,,,
KIDINS220,Q9ULH0-2,Isoform 2 of Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 - [KDIS_HUMAN],33.07,8,47,47,148,1128.06,31.4,44,74,177.19,32.24,44,74,1672,185.4,6.77,,,,,,,,
GDI1,P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2 - [GDIA_HUMAN],65.55,2,19,27,147,1598.89,65.55,27,73,238.36,65.55,27,74,447,50.6,5.14,,,,,,,,
DNM1L,O00429,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=1 SV=2 - [DNM1L_HUMAN],54.35,12,1,31,147,1598.54,50.54,29,74,184.73,51.63,29,73,736,81.8,6.81,,,,,,,,
PFKM,P08237,"6-phosphofructokinase, muscle type OS=Homo sapiens GN=PFKM PE=1 SV=2 - [K6PF_HUMAN]",38.97,17,24,26,146,2119.06,38.08,24,72,235.06,38.97,26,74,780,85.1,7.99,,,,,,,,
KIF21A,Q7Z4S6-6,Isoform 6 of Kinesin-like protein KIF21A OS=Homo sapiens GN=KIF21A - [KI21A_HUMAN],28.75,16,30,34,146,1723.64,27.7,32,70,201.18,26.59,32,76,1621,180.6,6.33,,,,,,,,
EDIL3,O43854-2,Isoform 2 of EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Homo sapiens GN=EDIL3 - [EDIL3_HUMAN],60.43,2,30,30,144,1276.61,55.32,26,67,203.08,60.43,30,77,470,52.7,7.78,,,,,,,,
DNM1L,O00429-2,Isoform 4 of Dynamin-1-like protein OS=Homo sapiens GN=DNM1L - [DNM1L_HUMAN],55.03,11,0,31,143,1507.13,51.17,29,72,176.54,52.28,29,71,725,80.5,6.71,,,,,,,,
DNM1L,J3KPI2,Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=3 SV=1 - [J3KPI2_HUMAN],53.66,7,1,31,143,1491.93,49.86,29,72,176.21,50.95,29,71,738,82,6.96,,,,,,,,
DCLK1,O15075,Serine/threonine-protein kinase DCLK1 OS=Homo sapiens GN=DCLK1 PE=1 SV=2 - [DCLK1_HUMAN],50.41,5,24,26,143,1504.58,48.38,24,66,204.68,50.41,26,77,740,82.2,8.66,,,,,,,,
IGF2BP2,Q9Y6M1-1,Isoform 2 of Insulin-like growth factor 2 mRNA-binding protein 2 OS=Homo sapiens GN=IGF2BP2 - [IF2B2_HUMAN],44.6,7,17,19,143,1733.58,44.6,19,70,205.24,44.6,19,73,556,61.8,8.25,,,,,,,,
GCN1L1,Q92616,Translational activator GCN1 OS=Homo sapiens GN=GCN1L1 PE=1 SV=6 - [GCN1L_HUMAN],20.97,1,42,42,143,1108.85,18.68,36,69,166.83,20.63,41,74,2671,292.6,7.47,,,,,,,,
KLC1,G3V2E7,Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=2 SV=1 - [G3V2E7_HUMAN],49,22,22,31,142,930.67,49,31,71,171.68,46.46,30,71,551,62.7,5.62,,,,,,,,
DES,P17661,Desmin OS=Homo sapiens GN=DES PE=1 SV=3 - [DESM_HUMAN],15.53,8,4,11,142,576.88,15.53,11,64,184.97,15.53,11,78,470,53.5,5.27,,,,,,,,
RUFY3,Q7L099,Protein RUFY3 OS=Homo sapiens GN=RUFY3 PE=1 SV=1 - [RUFY3_HUMAN],61.41,9,3,28,141,1252.38,61.41,27,69,192.41,61.41,28,72,469,52.9,5.49,,,,,,,,
JUP,P14923,Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 - [PLAK_HUMAN],45.91,8,21,25,141,1406.25,45.91,25,70,192.81,45.91,25,71,745,81.7,6.14,,,,,,,,
SRCIN1,Q9C0H9-5,Isoform 4 of SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 - [SRCN1_HUMAN],44.8,7,38,38,141,1427.25,44.72,37,70,179.8,41.42,35,71,1183,127,9.38,,,,,,,,
KRT5,P13647,"Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3 - [K2C5_HUMAN]",35.08,16,13,23,140,977.22,33.56,22,70,161.95,35.08,23,70,590,62.3,7.74,,,,,,,,
ACTN1,P12814-2,Isoform 2 of Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 - [ACTN1_HUMAN],43.97,15,18,35,139,1230.75,43.97,35,69,176.72,43.29,34,70,887,102.6,5.5,,,,,,,,
DPYSL5,Q9BPU6,Dihydropyrimidinase-related protein 5 OS=Homo sapiens GN=DPYSL5 PE=1 SV=1 - [DPYL5_HUMAN],63.12,4,28,28,138,1190.42,63.12,28,69,196.96,63.12,28,69,564,61.4,7.2,,,,,,,,
KRT6A,P02538,"Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3 - [K2C6A_HUMAN]",35.82,11,4,22,138,952.34,35.82,22,69,155.75,35.82,22,69,564,60,8,,,,,,,,
UBC,F5H6Q2,Polyubiquitin-C (Fragment) OS=Homo sapiens GN=UBC PE=2 SV=1 - [F5H6Q2_HUMAN],74.8,29,7,7,136,777.31,74.8,7,66,177.68,74.8,7,70,123,13.8,6.14,,,,,,,,
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2 - [IF2B3_HUMAN],52.85,3,23,26,136,1476.19,48.36,24,66,175.86,52.16,25,70,579,63.7,8.87,,,,,,,,
PSMD3,O43242,26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens GN=PSMD3 PE=1 SV=2 - [PSMD3_HUMAN],43.82,3,22,22,136,1019.08,43.82,21,66,186.35,43.82,22,70,534,60.9,8.44,,,,,,,,
CTNNB1,B4DGU4,Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=2 SV=1 - [B4DGU4_HUMAN],39.66,7,20,24,136,1377.24,38.5,23,67,174.64,37.21,22,69,774,84.7,5.92,,,,,,,,
POTEJ,P0CG39,POTE ankyrin domain family member J OS=Homo sapiens GN=POTEJ PE=3 SV=1 - [POTEJ_HUMAN],8.19,1,3,8,135,1292.52,8.19,8,64,170.51,7.51,7,71,1038,117.3,5.97,,,,,,,,
NCAM1,P13591-3,Isoform 3 of Neural cell adhesion molecule 1 OS=Homo sapiens GN=NCAM1 - [NCAM1_HUMAN],35.48,4,1,23,134,1649.6,29.3,22,67,194.15,35.48,22,67,761,83.7,4.87,,,,,,,,
DNM2,P50570-4,Isoform 4 of Dynamin-2 OS=Homo sapiens GN=DNM2 - [DYN2_HUMAN],34.25,8,12,27,134,911.59,32.87,26,66,147.16,34.25,27,68,870,97.9,7.46,,,,,,,,
KRT6B,P04259,"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5 - [K2C6B_HUMAN]",31.74,11,2,19,134,936.5,31.74,19,67,153.48,31.74,19,67,564,60,8,,,,,,,,
HNRNPK,Q5T6W5,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=2 SV=1 - [Q5T6W5_HUMAN],61.21,5,12,26,133,1379.43,55.14,24,65,191.19,61.21,26,68,428,47.5,5.63,,,,,,,,
PARP1,P09874,Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4 - [PARP1_HUMAN],41.91,3,34,34,133,870.83,37.48,31,67,164.26,41.91,34,66,1014,113,8.88,,,,,,,,
NEFH,P12036-2,Isoform 2 of Neurofilament heavy polypeptide OS=Homo sapiens GN=NEFH - [NFH_HUMAN],22.01,2,14,18,133,1069.84,20.87,17,62,174.98,22.01,18,71,963,105.6,5.91,,,,,,,,
RUFY3,Q7L099-2,Isoform 2 of Protein RUFY3 OS=Homo sapiens GN=RUFY3 - [RUFY3_HUMAN],54.94,8,2,27,132,1195.31,52.96,25,64,178.36,54.94,27,68,506,55.8,5.57,,,,,,,,
PABPC1,P11940-2,Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 - [PABP1_HUMAN],36.75,24,13,21,131,1160.8,36.38,19,64,153.09,36.75,21,67,547,61.1,9.07,,,,,,,,
DLAT,P10515,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3 - [ODP2_HUMAN]",33.08,4,21,21,131,1251.93,31.84,20,66,175.9,28.13,19,65,647,69,7.84,,,,,,,,
CDC42BPB,Q9Y5S2,Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2 - [MRCKB_HUMAN],25.42,17,30,36,131,981.55,24.66,35,65,159.7,25.42,36,66,1711,194.2,6.37,,,,,,,,
EHD1,Q9H4M9,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=2 - [EHD1_HUMAN],65.17,6,21,31,130,1139.92,61.99,28,63,193.42,62.17,29,67,534,60.6,6.83,,,,,,,,
KALRN,H7BXZ5,Kalirin (Fragment) OS=Homo sapiens GN=KALRN PE=4 SV=1 - [H7BXZ5_HUMAN],18.24,24,34,43,130,974.62,16.55,37,60,169.69,18.24,43,70,2955,336.1,6.05,,,,,,,,
ANXA2,P07355,Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2 - [ANXA2_HUMAN],63.13,25,25,25,128,1679.97,63.13,24,62,195.8,63.13,25,66,339,38.6,7.75,,,,,,,,
CTNNA1,P35221,Catenin alpha-1 OS=Homo sapiens GN=CTNNA1 PE=1 SV=1 - [CTNA1_HUMAN],42.05,23,19,29,127,1566.49,42.05,29,62,175.03,42.05,29,65,906,100,6.29,,,,,,,,
IPO5,O00410,Importin-5 OS=Homo sapiens GN=IPO5 PE=1 SV=4 - [IPO5_HUMAN],32.18,21,25,27,127,1428.77,32.18,27,64,149.59,32.18,27,63,1097,123.5,4.94,,,,,,,,
XRCC6,P12956,X-ray repair cross-complementing protein 6 OS=Homo sapiens GN=XRCC6 PE=1 SV=2 - [XRCC6_HUMAN],41.71,4,24,24,126,879.15,40.07,23,61,149.95,39.74,23,65,609,69.8,6.64,,,,,,,,
YWHAG,P61981,14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2 - [1433G_HUMAN],55.06,3,12,18,125,915.64,55.06,17,61,155.67,55.06,18,64,247,28.3,4.89,,,,,,,,
RARS,P54136,"Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2 - [SYRC_HUMAN]",43.94,5,26,26,124,1140.27,42.88,25,58,178.15,43.94,26,66,660,75.3,6.68,,,,,,,,
LARS,F5H698,"Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=2 SV=1 - [F5H698_HUMAN]",38.94,4,39,39,124,1145.59,34.6,34,58,158.37,36.19,37,66,1130,129.1,7.87,,,,,,,,
USP9X,Q93008-1,Isoform 2 of Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Homo sapiens GN=USP9X - [USP9X_HUMAN],18.21,30,38,39,123,1084.08,17.27,37,59,133.76,17.82,38,64,2554,290.3,5.8,,,,,,,,
PPIA,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens GN=PPIA PE=1 SV=2 - [PPIA_HUMAN],89.09,8,14,14,122,1167.26,89.09,14,61,157.56,78.18,13,61,165,18,7.81,,,,,,,,
GNAI3,P08754,Guanine nucleotide-binding protein G(k) subunit alpha OS=Homo sapiens GN=GNAI3 PE=1 SV=3 - [GNAI3_HUMAN],48.87,6,12,19,122,1473.1,48.87,19,61,178.97,48.87,19,61,354,40.5,5.69,,,,,,,,
HSPH1,Q92598-2,Isoform Beta of Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 - [HS105_HUMAN],36.49,10,20,23,122,1176.82,35.14,22,62,161.75,35.75,22,60,814,92.1,5.55,,,,,,,,
CNTNAP1,P78357,Contactin-associated protein 1 OS=Homo sapiens GN=CNTNAP1 PE=1 SV=1 - [CNTP1_HUMAN],25.87,2,28,28,122,1728.85,25.79,27,58,176.85,25.22,27,64,1384,156.2,7.05,,,,,,,,
KRT18,P05783,"Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2 - [K1C18_HUMAN]",69.07,16,27,29,121,947.31,67.44,28,60,123.85,63.72,28,61,430,48,5.45,,,,,,,,
FYN,P06241,Tyrosine-protein kinase Fyn OS=Homo sapiens GN=FYN PE=1 SV=3 - [FYN_HUMAN],53.45,110,19,27,121,1115.26,48.98,25,60,172.15,53.45,26,61,537,60.7,6.67,,,,,,,,
