Fetal Human Brain Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
SEPT11,D6RGI3,"Septin 11, isoform CRA_b OS=Homo sapiens GN=SEPT11 PE=3 SV=1 - [D6RGI3_HUMAN]",43.76,42,13,18,77,522.98,41.41,17,38,57,43.76,17,39,425,49,6.96,,,,,,,,
ATP1A3,M0R116,Sodium/potassium-transporting ATPase subunit alpha-3 OS=Homo sapiens GN=ATP1A3 PE=3 SV=1 - [M0R116_HUMAN],26.04,14,10,20,77,754.54,24.92,19,39,66.32,24.52,18,38,983,108.2,5.27,,,,,,,,
FLOT1,O75955,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3 - [FLOT1_HUMAN],55.74,19,21,21,77,534.4,51.29,19,37,38.23,55.74,21,40,427,47.3,7.49,,,,,,,,
YWHAE,P62258,14-3-3 protein epsilon OS=Homo sapiens GN=YWHAE PE=1 SV=1 - [1433E_HUMAN],62.75,6,13,15,76,595.57,62.75,15,38,63.14,58.04,14,38,255,29.2,4.74,,,,,,,,
CTNNB1,B4DGU4,Catenin beta-1 OS=Homo sapiens GN=CTNNB1 PE=2 SV=1 - [B4DGU4_HUMAN],39.79,7,15,20,76,644.53,38.89,19,37,54.15,39.79,20,39,774,84.7,5.92,,,,,,,,
XRCC5,P13010,X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3 - [XRCC5_HUMAN],29.92,2,20,20,76,412.94,25.96,19,38,40.35,29.92,19,38,732,82.7,5.81,,,,,,,,
PPP1CA,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1 - [PP1A_HUMAN],38.18,9,3,12,76,812.35,38.18,12,40,52.55,34.24,10,36,330,37.5,6.33,,,,,,,,
CCT7,Q99832,T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=1 SV=2 - [TCPH_HUMAN],46.96,8,19,19,76,535.61,42.54,17,36,43.55,46.96,19,40,543,59.3,7.65,,,,,,,,
AP2M1,Q96CW1-2,Isoform 2 of AP-2 complex subunit mu OS=Homo sapiens GN=AP2M1 - [AP2M1_HUMAN],44.8,9,17,17,75,477.04,44.8,17,41,49.53,38.34,15,34,433,49.4,9.54,,,,,,,,
SFPQ,P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2 - [SFPQ_HUMAN]",23.2,3,13,14,75,906.13,23.2,14,39,83.33,23.2,14,36,707,76.1,9.44,,,,,,,,
LSAMP,Q13449,Limbic system-associated membrane protein OS=Homo sapiens GN=LSAMP PE=1 SV=2 - [LSAMP_HUMAN],35.8,4,11,11,75,927.71,35.8,11,38,86.49,35.8,11,37,338,37.4,6.98,,,,,,,,
CAMK2G,Q13555-6,Isoform 6 of Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens GN=CAMK2G - [KCC2G_HUMAN],32.99,12,1,14,75,669.19,31.12,13,37,48.36,32.99,14,38,588,65.2,7.94,,,,,,,,
CAMK2G,Q5SWX3,"Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_n OS=Homo sapiens GN=CAMK2G PE=4 SV=1 - [Q5SWX3_HUMAN]",37.02,12,1,14,75,643.15,34.88,13,37,45.65,37.02,14,38,516,57.8,7.3,,,,,,,,
EEF1G,P26641,Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3 - [EF1G_HUMAN],32.27,2,12,12,74,658.68,32.27,12,35,72.48,32.27,12,39,437,50.1,6.67,,,,,,,,
SRC,P12931,Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC PE=1 SV=3 - [SRC_HUMAN],30.04,12,11,16,73,777.91,30.04,16,36,50.5,30.04,16,37,536,59.8,7.42,,,,,,,,
NONO,Q15233-2,Isoform 2 of Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO - [NONO_HUMAN],31.68,5,10,11,73,590.29,31.68,11,39,50.84,28.27,10,34,382,43.8,8.63,,,,,,,,
SEPT7,E7EPK1,Septin-7 OS=Homo sapiens GN=SEPT7 PE=2 SV=1 - [E7EPK1_HUMAN],46.1,10,18,19,72,356.61,40.6,18,33,52.13,45.87,18,39,436,50.5,8.63,,,,,,,,
L1CAM,P32004-3,Isoform 3 of Neural cell adhesion molecule L1 OS=Homo sapiens GN=L1CAM - [L1CAM_HUMAN],20.03,10,19,19,72,404.63,20.03,19,37,52.32,20.03,18,35,1248,138.8,6.21,,,,,,,,
CLASP2,E3W994,CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=2 SV=2 - [E3W994_HUMAN],20.35,17,16,20,71,789.14,18.7,18,36,57.86,18.54,18,35,1273,138.8,8.34,,,,,,,,
SYNCRIP,O60506-4,Isoform 4 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP - [HNRPQ_HUMAN],33.21,6,10,15,71,650.99,33.21,15,36,57.06,28.65,13,35,527,58.7,7.56,,,,,,,,
PRDX2,P32119,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],36.36,3,10,11,71,638.35,36.36,11,35,57.99,36.36,10,36,198,21.9,5.97,,,,,,,,
CTNND2,Q9UQB3-2,Isoform 2 of Catenin delta-2 OS=Homo sapiens GN=CTNND2 - [CTND2_HUMAN],19.71,11,15,18,71,418.63,18.94,17,36,37.84,19.71,18,35,1167,126.5,8.03,,,,,,,,
PPP1CB,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3 - [PP1B_HUMAN],38.84,5,4,12,70,761.92,38.84,12,37,37.2,33.94,10,33,327,37.2,6.19,,,,,,,,
ILF2,Q12905,Interleukin enhancer-binding factor 2 OS=Homo sapiens GN=ILF2 PE=1 SV=2 - [ILF2_HUMAN],28.46,1,12,12,70,665.74,28.46,12,35,60.9,28.46,12,35,390,43,5.26,,,,,,,,
PPP1CC,F8VYE8,Serine/threonine-protein phosphatase OS=Homo sapiens GN=PPP1CC PE=2 SV=1 - [F8VYE8_HUMAN],31.91,8,1,10,70,744.67,31.91,10,36,47.05,31.25,9,34,304,34.9,5.26,,,,,,,,
HNRNPL,P14866,Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2 - [HNRPL_HUMAN],43.29,8,13,14,70,522.27,43.29,14,35,56.18,42.11,13,35,589,64.1,8.22,,,,,,,,
GFAP,P14136-3,Isoform 3 of Glial fibrillary acidic protein OS=Homo sapiens GN=GFAP - [GFAP_HUMAN],44.32,9,17,17,69,611.03,44.32,17,34,66.22,44.32,17,35,431,49.5,6.13,,,,,,,,
MYH9,P35579,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4 - [MYH9_HUMAN],11.28,2,9,18,69,495.77,10.77,17,34,39.87,11.28,18,35,1960,226.4,5.6,,,,,,,,
RBMX,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3 - [RBMX_HUMAN]",37.08,11,7,17,69,471.4,37.08,16,34,40.85,35.04,16,35,391,42.3,10.05,,,,,,,,
TCP1,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens GN=TCP1 PE=1 SV=1 - [TCPA_HUMAN],40.83,11,20,20,68,580.6,40.83,20,34,54.49,40.65,19,34,556,60.3,6.11,,,,,,,,
HNRNPM,P52272-2,Isoform 2 of Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM - [HNRPM_HUMAN],33,11,17,17,67,527.87,30.82,16,34,48.41,31.4,16,33,691,73.6,8.82,,,,,,,,
DCTN2,Q13561,Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=1 SV=4 - [DCTN2_HUMAN],45.89,12,16,16,67,576.12,43.64,15,34,52.24,45.64,15,33,401,44.2,5.21,,,,,,,,
GNAZ,P19086,Guanine nucleotide-binding protein G(z) subunit alpha OS=Homo sapiens GN=GNAZ PE=2 SV=3 - [GNAZ_HUMAN],40.28,1,13,13,66,657.6,40.28,13,32,60.28,40.28,13,34,355,40.9,7.61,,,,,,,,
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=1 SV=4 - [2AAA_HUMAN],33.79,15,16,16,66,553.03,29.03,14,32,28.02,33.79,16,34,589,65.3,5.11,,,,,,,,
VDAC2,P45880-2,Isoform 2 of Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens GN=VDAC2 - [VDAC2_HUMAN],39.93,7,11,11,66,748.23,39.93,11,33,55.49,39.93,11,33,283,30.4,7.2,,,,,,,,
AP1B1,Q10567-4,Isoform 4 of AP-1 complex subunit beta-1 OS=Homo sapiens GN=AP1B1 - [AP1B1_HUMAN],16,9,2,15,66,424.48,16,15,33,39.56,15.34,14,33,919,101.3,5.11,,,,,,,,
H2AFY,O75367-2,Isoform 1 of Core histone macro-H2A.1 OS=Homo sapiens GN=H2AFY - [H2AY_HUMAN],43.36,5,8,10,65,684.26,43.36,10,33,65.19,43.36,10,32,369,39.2,9.83,,,,,,,,
SEPT5,Q99719,Septin-5 OS=Homo sapiens GN=SEPT5 PE=1 SV=1 - [SEPT5_HUMAN],40.11,17,13,13,65,469.3,40.11,13,33,50.38,38.75,12,32,369,42.7,6.67,,,,,,,,
CCT5,B7ZAR1,T-complex protein 1 subunit epsilon OS=Homo sapiens GN=CCT5 PE=2 SV=1 - [B7ZAR1_HUMAN],31.41,5,13,14,64,312.78,30.02,13,30,28.49,31.41,14,34,503,55.3,5.48,,,,,,,,
HNRNPH1,E9PCY7,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=2 SV=1 - [E9PCY7_HUMAN],29.84,26,3,10,64,756.36,28.44,9,29,60.64,29.84,10,35,429,47.1,6.34,,,,,,,,
H3F3B,K7EK07,Histone H3 (Fragment) OS=Homo sapiens GN=H3F3B PE=3 SV=1 - [K7EK07_HUMAN],42.42,10,10,10,64,296.93,42.42,10,32,46.29,42.42,10,32,132,14.9,11.3,,,,,,,,
HIST1H1A,Q02539,Histone H1.1 OS=Homo sapiens GN=HIST1H1A PE=1 SV=3 - [H11_HUMAN],31.16,2,1,9,64,841.9,31.16,9,33,60.59,31.16,9,31,215,21.8,10.99,,,,,,,,
WDR47,O94967-2,Isoform 2 of WD repeat-containing protein 47 OS=Homo sapiens GN=WDR47 - [WDR47_HUMAN],29.52,16,18,18,63,495.27,24.24,16,31,50.4,28.96,17,32,891,98.5,6.04,,,,,,,,
FN1,P02751-17,Isoform 17 of Fibronectin OS=Homo sapiens GN=FN1 - [FINC_HUMAN],16.61,20,25,25,62,556.56,16.61,25,31,40.49,15.92,24,31,2330,256.3,5.8,,,,,,,,
TPM3,P06753-2,Isoform 2 of Tropomyosin alpha-3 chain OS=Homo sapiens GN=TPM3 - [TPM3_HUMAN],52.42,22,8,14,62,450.06,52.42,14,32,60.76,45.97,13,30,248,29,4.78,,,,,,,,
GDI1,P31150,Rab GDP dissociation inhibitor alpha OS=Homo sapiens GN=GDI1 PE=1 SV=2 - [GDIA_HUMAN],36.69,4,7,13,61,522.95,32.44,12,30,43.59,36.69,13,31,447,50.6,5.14,,,,,,,,
CCT8,P50990,T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=1 SV=4 - [TCPQ_HUMAN],37.23,5,16,16,61,658.97,37.04,15,30,58.54,37.23,16,31,548,59.6,5.6,,,,,,,,
ILF3,Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3 - [ILF3_HUMAN],23.94,15,16,18,61,347.86,23.94,18,28,42.63,23.94,18,33,894,95.3,8.76,,,,,,,,
GAPDH,P04406,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],50.45,3,13,13,60,846.6,50.45,12,30,57.78,48.66,12,30,335,36,8.46,,,,,,,,
MAPT,P10636-2,Isoform Fetal-tau of Microtubule-associated protein tau OS=Homo sapiens GN=MAPT - [TAU_HUMAN],40.34,11,11,11,60,276.74,40.34,11,30,52.05,40.34,11,30,352,36.7,9.38,,,,,,,,
HSPD1,P10809,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2 - [CH60_HUMAN]",39.97,8,18,18,60,838.36,39.97,18,31,54.2,37.35,17,29,573,61,5.87,,,,,,,,
ATP6V1A,B7Z1R5,V-type proton ATPase catalytic subunit A OS=Homo sapiens GN=ATP6V1A PE=2 SV=1 - [B7Z1R5_HUMAN],37.33,4,15,15,59,371.6,35.79,14,29,35.21,31.34,12,30,584,64.7,5.66,,,,,,,,
FLOT2,J3QLD9,Flotillin-2 OS=Homo sapiens GN=FLOT2 PE=4 SV=1 - [J3QLD9_HUMAN],43.22,4,16,16,59,461.96,43.22,16,30,52.39,40.65,15,29,428,47.1,5.31,,,,,,,,
FYN,P06241,Tyrosine-protein kinase Fyn OS=Homo sapiens GN=FYN PE=1 SV=3 - [FYN_HUMAN],33.52,125,8,15,59,464.23,31.28,14,30,37.5,29.05,13,29,537,60.7,6.67,,,,,,,,
KCTD12,Q96CX2,BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens GN=KCTD12 PE=1 SV=1 - [KCD12_HUMAN],40.31,3,16,16,59,498.63,40.31,16,30,50.52,35.69,14,29,325,35.7,5.64,,,,,,,,
CLIP2,Q9UDT6,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1 - [CLIP2_HUMAN],30.98,3,22,22,59,423.7,29.83,21,31,21.89,25.43,18,28,1046,115.8,6.73,,,,,,,,
CAMK2D,Q13557-12,Isoform Delta 12 of Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens GN=CAMK2D - [KCC2D_HUMAN],23.85,19,4,9,58,588.76,23.85,9,29,44.61,23.85,9,29,478,54.1,7.12,,,,,,,,
HNRNPC,G3V576,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Homo sapiens GN=HNRNPC PE=4 SV=1 - [G3V576_HUMAN],35.06,20,9,9,58,746.37,29.87,8,29,59.14,26.41,7,29,231,25.2,9.82,,,,,,,,
AKAP12,Q02952-3,Isoform 3 of A-kinase anchor protein 12 OS=Homo sapiens GN=AKAP12 - [AKA12_HUMAN],16.94,3,17,17,58,413.17,16.22,16,28,27.76,16.94,17,30,1677,180.9,4.44,,,,,,,,
H2AFY2,Q9P0M6,Core histone macro-H2A.2 OS=Homo sapiens GN=H2AFY2 PE=1 SV=3 - [H2AW_HUMAN],46.51,2,11,13,58,489.69,46.51,13,29,37.68,46.51,13,29,372,40,9.69,,,,,,,,
EPB41L3,Q9Y2J2-2,Isoform B of Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 - [E41L3_HUMAN],24.97,15,16,16,58,628.93,24.97,16,30,45.91,23.01,15,28,865,96.5,5.43,,,,,,,,
ELAVL2,B1AM49,ELAV-like protein 2 OS=Homo sapiens GN=ELAVL2 PE=2 SV=1 - [B1AM49_HUMAN],43.67,5,7,19,56,483.49,43.67,19,28,39.26,42.89,18,28,387,42.4,9.04,,,,,,,,
SOGA3,E9PJP2,Protein SOGA3 OS=Homo sapiens GN=SOGA3 PE=2 SV=1 - [E9PJP2_HUMAN],22.78,8,19,19,56,499.06,21.72,18,29,40.07,19.07,15,27,944,102.8,6.06,,,,,,,,
HNRNPA3,P51991-2,Isoform 2 of Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 - [ROA3_HUMAN],30.06,3,9,10,56,552.41,28.65,9,30,38.53,25.28,9,26,356,37,8.31,,,,,,,,
YWHAG,P61981,14-3-3 protein gamma OS=Homo sapiens GN=YWHAG PE=1 SV=2 - [1433G_HUMAN],42.11,1,6,10,55,427.65,34.41,9,29,41,27.53,8,26,247,28.3,4.89,,,,,,,,
ATP1A1,P05023-3,Isoform 3 of Sodium/potassium-transporting ATPase subunit alpha-1 OS=Homo sapiens GN=ATP1A1 - [AT1A1_HUMAN],18.25,6,5,15,55,583.48,17.14,14,28,43.97,18.25,14,27,992,109.5,5.31,,,,,,,,
LMNB2,Q03252,Lamin-B2 OS=Homo sapiens GN=LMNB2 PE=1 SV=3 - [LMNB2_HUMAN],26.67,5,13,17,55,297.6,26.67,17,26,23.19,26.67,17,29,600,67.6,5.35,,,,,,,,
CORO2B,Q9UQ03-2,Isoform 2 of Coronin-2B OS=Homo sapiens GN=CORO2B - [COR2B_HUMAN],33.68,2,14,14,55,290.6,33.68,13,28,28.94,30.74,11,27,475,54.4,8.15,,,,,,,,
RAC1,P63000,Ras-related C3 botulinum toxin substrate 1 OS=Homo sapiens GN=RAC1 PE=1 SV=1 - [RAC1_HUMAN],38.02,6,4,10,54,404.25,38.02,9,27,49.98,38.02,10,27,192,21.4,8.5,,,,,,,,
ACTN1,P12814-2,Isoform 2 of Alpha-actinin-1 OS=Homo sapiens GN=ACTN1 - [ACTN1_HUMAN],16.69,15,1,14,54,491.79,16.46,13,27,37.06,16.69,14,27,887,102.6,5.5,,,,,,,,
CCT6A,P40227,T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3 - [TCPZ_HUMAN],37.85,3,17,17,54,490.96,34.27,15,27,35.71,36.53,15,27,531,58,6.68,,,,,,,,
HNRNPD,Q14103-3,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD - [HNRPD_HUMAN],28.76,12,7,10,53,447.24,28.76,10,28,37.06,24.84,9,25,306,32.8,8.16,,,,,,,,
GPC2,Q8N158,Glypican-2 OS=Homo sapiens GN=GPC2 PE=1 SV=1 - [GPC2_HUMAN],29.71,1,14,14,53,541.04,29.71,14,27,32.73,26.77,13,26,579,62.8,8,,,,,,,,
UQCRC2,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Homo sapiens GN=UQCRC2 PE=1 SV=3 - [QCR2_HUMAN]",41.28,6,14,14,52,363.32,37.09,13,25,44.36,41.28,14,27,453,48.4,8.63,,,,,,,,
PRKAR2A,Q9BUB1,PRKAR2A protein OS=Homo sapiens GN=PRKAR2A PE=2 SV=1 - [Q9BUB1_HUMAN],37.17,5,7,10,52,619.45,37.17,10,25,44.49,37.17,10,27,382,43,5.08,,,,,,,,
CAMSAP3,Q9P1Y5-2,Isoform 2 of Calmodulin-regulated spectrin-associated protein 3 OS=Homo sapiens GN=CAMSAP3 - [CAMP3_HUMAN],27.35,2,20,20,52,278.03,24.69,17,25,29.31,26.49,19,27,1276,137.8,8.5,,,,,,,,
HNRPDL,O14979,Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRPDL PE=1 SV=3 - [HNRDL_HUMAN],26.19,3,8,11,51,343.56,26.19,11,26,36.48,23.1,10,25,420,46.4,9.57,,,,,,,,
RPL4,P36578,60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5 - [RL4_HUMAN],38.88,4,16,16,51,321.67,37,14,25,31.13,38.88,16,26,427,47.7,11.06,,,,,,,,
NBEA,Q5T321,Neurobeachin OS=Homo sapiens GN=NBEA PE=4 SV=1 - [Q5T321_HUMAN],8.43,5,17,17,51,542,8.43,17,26,25.64,7.75,16,25,2943,327.3,6.16,,,,,,,,
GPC1,P35052,Glypican-1 OS=Homo sapiens GN=GPC1 PE=1 SV=2 - [GPC1_HUMAN],32.44,6,14,14,50,350.64,32.44,14,23,40.6,32.44,14,27,558,61.6,7.3,,,,,,,,
HSPA5,P11021,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2 - [GRP78_HUMAN],25.38,4,12,14,49,556.99,25.38,14,26,42.02,23.09,12,23,654,72.3,5.16,,,,,,,,
HSPA4,P34932,Heat shock 70 kDa protein 4 OS=Homo sapiens GN=HSPA4 PE=1 SV=4 - [HSP74_HUMAN],20.71,1,12,13,49,526.01,20.71,13,24,37.3,20.71,13,25,840,94.3,5.19,,,,,,,,
YWHAQ,P27348,14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN],35.51,2,10,12,48,406.12,35.51,12,25,27.59,35.51,12,23,245,27.7,4.78,,,,,,,,
GNAL,P38405,Guanine nucleotide-binding protein G(olf) subunit alpha OS=Homo sapiens GN=GNAL PE=1 SV=1 - [GNAL_HUMAN],20.47,7,1,7,48,372.68,20.21,6,23,32.65,20.47,7,25,381,44.3,6.65,,,,,,,,
CLASP1,Q7Z460-2,Isoform 2 of CLIP-associating protein 1 OS=Homo sapiens GN=CLASP1 - [CLAP1_HUMAN],13.12,11,13,17,48,409.69,10.88,14,23,39.33,11.76,15,25,1471,162,8.81,,,,,,,,
CAMK2A,Q9UQM7,Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Homo sapiens GN=CAMK2A PE=1 SV=2 - [KCC2A_HUMAN],16.53,6,2,7,48,509.77,16.53,7,24,36.73,16.53,7,24,478,54.1,7.08,,,,,,,,
CTNND1,O60716-21,Isoform 3A of Catenin delta-1 OS=Homo sapiens GN=CTNND1 - [CTND1_HUMAN],25.72,36,15,15,47,399.26,22.6,13,22,48.09,25.72,15,25,832,92.6,7.15,,,,,,,,
PALM,O75781,Paralemmin-1 OS=Homo sapiens GN=PALM PE=1 SV=2 - [PALM_HUMAN],26.87,2,10,10,47,243.77,26.87,10,23,35.64,26.87,10,24,387,42.1,5,,,,,,,,
ENO1,P06733,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2 - [ENOA_HUMAN],37.1,11,10,11,47,461.3,37.1,11,24,27.56,37.1,11,23,434,47.1,7.39,,,,,,,,
YES1,P07947,Tyrosine-protein kinase Yes OS=Homo sapiens GN=YES1 PE=1 SV=3 - [YES_HUMAN],21.36,117,4,13,47,263.16,19.15,12,24,14.61,19.89,12,23,543,60.8,6.74,,,,,,,,
PKM,P14618,Pyruvate kinase isozymes M1/M2 OS=Homo sapiens GN=PKM PE=1 SV=4 - [KPYM_HUMAN],40.49,14,17,17,47,401.31,37.29,16,24,40.1,40.49,16,23,531,57.9,7.84,,,,,,,,
ELAVL4,P26378-2,Isoform 2 of ELAV-like protein 4 OS=Homo sapiens GN=ELAVL4 - [ELAV4_HUMAN],35.79,7,1,14,47,515.7,35.79,14,24,35.35,34.97,13,23,366,40.4,9.39,,,,,,,,
MYO18A,Q92614-3,Isoform 3 of Unconventional myosin-XVIIIa OS=Homo sapiens GN=MYO18A - [MY18A_HUMAN],12.54,7,19,19,47,341.91,11.89,18,24,21.17,12.54,19,23,2002,226.5,6.2,,,,,,,,
TNIK,Q9UKE5-2,Isoform 2 of TRAF2 and NCK-interacting protein kinase OS=Homo sapiens GN=TNIK - [TNIK_HUMAN],12.32,17,6,14,47,344.75,12.32,14,24,15.99,11.19,13,23,1331,151.2,7.36,,,,,,,,
CYFIP2,E7EVJ5,Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=2 SV=1 - [E7EVJ5_HUMAN],12.96,14,7,13,46,371.72,12.96,13,23,26.42,12.96,13,23,1227,142.5,7.17,,,,,,,,
FARP1,Q9Y4F1,"FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Homo sapiens GN=FARP1 PE=1 SV=1 - [FARP1_HUMAN]",17.89,8,14,14,46,337.64,17.89,14,25,19.55,14.93,12,21,1045,118.6,8.15,,,,,,,,
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase OS=Homo sapiens GN=PHGDH PE=1 SV=4 - [SERA_HUMAN],27.95,2,11,11,45,519.74,27.95,11,22,35.5,27.95,11,23,533,56.6,6.71,,,,,,,,
TOP2B,Q02880-2,Isoform Beta-1 of DNA topoisomerase 2-beta OS=Homo sapiens GN=TOP2B - [TOP2B_HUMAN],11.54,9,16,16,44,276.66,9.75,13,21,29.97,11.54,16,23,1621,182.5,8.06,,,,,,,,
DHX9,Q08211,ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4 - [DHX9_HUMAN],16.69,2,15,15,44,404.89,15.75,14,22,30.19,15.04,14,22,1270,140.9,6.84,,,,,,,,
ARHGAP21,Q5T5U3,Rho GTPase-activating protein 21 OS=Homo sapiens GN=ARHGAP21 PE=1 SV=1 - [RHG21_HUMAN],12.26,8,15,16,44,575.07,12.26,16,23,34.19,11.04,14,21,1957,217.2,7.8,,,,,,,,
KRT77,Q7Z794,"Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=2 SV=3 - [K2C1B_HUMAN]",5.71,4,1,4,44,711.63,5.71,4,23,40.86,5.71,4,21,578,61.9,5.99,,,,,,,,
RBMXL1,Q96E39,"RNA binding motif protein, X-linked-like-1 OS=Homo sapiens GN=RBMXL1 PE=1 SV=1 - [RMXL1_HUMAN]",27.95,2,1,11,44,306.3,24.36,9,20,25.93,27.95,11,24,390,42.1,9.89,,,,,,,,
GNB4,Q9HAV0,Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens GN=GNB4 PE=1 SV=3 - [GBB4_HUMAN],34.71,8,3,7,44,440.3,34.71,7,22,32.55,34.71,7,22,340,37.5,6,,,,,,,,
NTM,Q9P121-3,Isoform 3 of Neurotrimin OS=Homo sapiens GN=NTM - [NTRI_HUMAN],32.59,7,9,9,44,547.49,32.59,9,20,47.36,32.59,9,24,316,35,6.96,,,,,,,,
RUVBL1,Q9Y265,RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1 - [RUVB1_HUMAN],31.58,6,12,12,44,346.49,31.14,11,22,30.28,31.58,12,22,456,50.2,6.42,,,,,,,,
PABPC1,P11940-2,Isoform 2 of Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 - [PABP1_HUMAN],28.88,23,9,15,43,377.92,27.24,14,22,25.38,26.51,13,21,547,61.1,9.07,,,,,,,,
CKB,P12277,Creatine kinase B-type OS=Homo sapiens GN=CKB PE=1 SV=1 - [KCRB_HUMAN],46.46,4,11,11,43,561.76,46.46,11,21,39.13,46.46,11,22,381,42.6,5.59,,,,,,,,
HNRNPH3,P31942-3,Isoform 3 of Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 - [HNRH3_HUMAN],22.9,16,6,6,43,687.36,22.9,6,22,38.17,20.88,5,21,297,31.5,7.31,,,,,,,,
GDI2,P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2 - [GDIB_HUMAN],29.21,7,4,10,43,420.91,23.82,9,22,30.17,29.21,10,21,445,50.6,6.47,,,,,,,,
EEF1A2,Q05639,Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1 - [EF1A2_HUMAN],20.73,1,1,8,43,389.47,19.01,7,21,39.87,20.73,8,22,463,50.4,9.03,,,,,,,,
KIDINS220,Q9ULH0-2,Isoform 2 of Kinase D-interacting substrate of 220 kDa OS=Homo sapiens GN=KIDINS220 - [KDIS_HUMAN],13.28,8,16,16,43,284.57,12.56,15,22,19.48,11.3,14,21,1672,185.4,6.77,,,,,,,,
